Zone,Year,value_annual
NW,1981,0
NW,1982,7644277821.674263
NW,1983,500529437385.3301
NW,1984,61028676877.520676
NW,1985,64118711609.39675
NW,1986,163644513916.38272
NW,1987,65942524856.4923
NW,1988,164980251593.114
NW,1989,1197230197159.8167
NW,1990,1392049083998.1304
NW,1991,929481743375.9424
NW,1992,0
NW,1993,73804918278.49971
NW,1994,135455143517.06802
NW,1995,680994615577.9811
NW,1996,456129234686.1184
NW,1997,2803140277314.561
NW,1998,1194878274109.705
NW,1999,749550168161.9769
NW,2000,167864772398.6741
NW,2001,13707552697.671024
NW,2002,487512278867.77844
NW,2003,498720473310.6698
NW,2004,1566921988915.1729
NW,2005,220226441697.94424
NW,2006,4179808655076.7896
NW,2007,365925263740.4762
NW,2008,452279968488.9395
NW,2009,1237128157037.8958
NW,2010,723170476934.0385
NW,2011,1913897611345.3936
NW,2012,938451817648.2708
NW,2013,707944016677.0822
NW,2014,3312205082953.5034
NW,2015,1113164847935.2651
NW,2016,1034092154611.9591
NW,2017,305401948328.79083
NW,2018,216288907376.6852
NW,2019,43758471925.275314
NW,2020,1285492045285.43
NW,2021,1146862877242.5034
NW,2022,2355030822906.419
NW,2023,6410405690688.481
NW,2024,2338778083039.1133
NW,2025,920673964640.46
SW,1981,57840125572.25342
SW,1982,0
SW,1983,554449235833.5774
SW,1984,0
SW,1985,12947635900.65565
SW,1986,14790506568.896118
SW,1987,257434949776.65103
SW,1988,172862766151.40958
SW,1989,884122386884.2372
SW,1990,550556205516.255
SW,1991,606784732479.6725
SW,1992,0
SW,1993,0
SW,1994,143208638902.8589
SW,1995,698095899263.7333
SW,1996,254300881509.10217
SW,1997,1436002116361.3882
SW,1998,390361418846.06665
SW,1999,75130189876.62552
SW,2000,152040284396.22607
SW,2001,6723570543.247814
SW,2002,354625983462.331
SW,2003,234902759711.6338
SW,2004,288461997849.9592
SW,2005,344857472448.98
SW,2006,2317146929726.997
SW,2007,132030159114.78644
SW,2008,448875147103.174
SW,2009,648262628750.0099
SW,2010,355886053178.1804
SW,2011,1725904151693.8994
SW,2012,403621600792.672
SW,2013,297252028514.96014
SW,2014,1319100115713.5518
SW,2015,802657453936.4177
SW,2016,920654466725.6809
SW,2017,569421800783.116
SW,2018,112192769175.23325
SW,2019,11005541720.845932
SW,2020,500435721460.8203
SW,2021,420686918741.8307
SW,2022,399178324549.1835
SW,2023,1893971805795.849
SW,2024,1523009734175.8218
SW,2025,294581855120.9603
S,1981,4679380352.144885
S,1982,130191913986.07137
S,1983,88312451175.38853
S,1984,0
S,1985,14951900671.15613
S,1986,0
S,1987,227295560154.75012
S,1988,9547623579.887533
S,1989,321377787958.16174
S,1990,108801444590.27036
S,1991,216515389412.6659
S,1992,0
S,1993,19041280989.65789
S,1994,16821658237.430408
S,1995,288782295617.87683
S,1996,235707021944.05774
S,1997,513454813743.9894
S,1998,296294800526.9968
S,1999,27705028431.384995
S,2000,81099511878.40207
S,2001,0
S,2002,46436999514.63065
S,2003,109469576282.89496
S,2004,29423635196.867317
S,2005,303140725223.3424
S,2006,928098353590.8788
S,2007,152829540064.9158
S,2008,253734322500.0041
S,2009,242901204676.00415
S,2010,606625956683.305
S,2011,1142742134971.3157
S,2012,44222451700.114265
S,2013,619097574927.1451
S,2014,499343698573.0345
S,2015,745808037901.9404
S,2016,872844389527.6846
S,2017,1130551728446.3228
S,2018,410665214763.72
S,2019,44244816976.3122
S,2020,738018863776.1536
S,2021,196903046179.44467
S,2022,423153738283.0711
S,2023,1394168006160.6365
S,2024,1082237687788.5066
S,2025,800163706498.4156
