Zone,Year,activity_total,events_total,area_total_km2,intensity_mean_degC,duration_mean_days
NW,1981,0,0,0,NA,NA
NW,1982,7644277821.674263,2,124.62225652308675,1.1530061960220337,5.5
NW,1983,437112178169.6572,41,3229.2937615172723,1.454016000032425,8.340608465608465
NW,1984,61028676877.520676,8,535.4441743714915,1.6088106632232666,7.75
NW,1985,64118711609.39675,12,979.3536414118876,1.6756300926208496,5.333333333333333
NW,1986,151623259626.01242,16,1188.3707294815863,1.7022783160209656,7.75
NW,1987,65942524856.4923,13,957.7621965103538,1.5679194927215576,5.6
NW,1988,125217184578.73701,17,1334.4218369672285,1.5387340545654298,6.325
NW,1989,985546207805.486,70,5553.086607943834,1.4568791091442108,11.329337231968811
NW,1990,1264060475046.1162,118,9238.987722674608,1.4956703186035156,11.524393037518038
NW,1991,790711377330.042,26,2039.6244758879066,1.9393953084945679,22.485507246376812
NW,1992,0,0,0,NA,NA
NW,1993,61221023845.48793,12,912.241980027484,1.4851232767105105,5.666666666666667
NW,1994,116985224450.7583,20,1581.8209362447599,1.4525729417800903,8.382352941176471
NW,1995,647754667523.1963,70,5425.726136780198,1.4047618082591466,10.709975845410629
NW,1996,408883325302.8982,15,1280.2968699014784,1.372322956720988,6.461538461538462
NW,1997,2301906684483.578,84,6891.836315894233,1.5580451753404405,20.586126933495354
NW,1998,940453714234.8995,80,6277.068791821321,1.2014908194541931,14.55733746130031
NW,1999,591575947690.3362,41,3316.585676792796,1.8740600744883218,8.488562091503269
NW,2000,163246251907.47476,24,1784.1505580490389,1.5196243524551392,6.066666666666666
NW,2001,13707552697.671024,3,257.41145418166377,1.5211342970530193,5.5
NW,2002,427673660233.47815,54,4059.6737929915466,1.3548898696899414,10.374761904761904
NW,2003,398540132076.3016,45,3609.3663155989357,1.5466468036174774,7.2905982905982905
NW,2004,1222651471878.0862,54,4284.350464533683,1.7939334710439048,21.04214559386973
NW,2005,172586283848.21347,32,2440.408839392916,1.6026900112628937,5.637152777777778
NW,2006,3305070051323.761,102,7919.818483314664,1.7970218807458878,22.241772276255034
NW,2007,353473359934.0453,44,3667.8471380623146,1.3084860444068909,8.381578947368421
NW,2008,348404630746.5284,56,4469.3891249995595,1.4264647960662842,7.038517441860465
NW,2009,1035245864230.221,71,5555.071782722229,1.6404459714889525,8.773
NW,2010,620915009400.5844,49,3915.8034170320875,1.763341208299001,7.908391608391608
NW,2011,1440268145876.2146,63,4761.375887285525,1.5339213354246957,10.023615950445219
NW,2012,735405963393.6387,60,4698.519970856739,1.6689871152242024,8.899126984126983
NW,2013,687831837224.28125,50,3968.0779679945713,1.7229893505573273,10.211915535444946
NW,2014,2754082150002.108,80,6380.995431215092,1.851978924539354,16.54839240959542
NW,2015,883479908428.0044,66,5136.23037738992,1.5703701632363456,12.500769230769233
NW,2016,888717588173.2408,63,4989.486617227624,1.4088155925273895,8.998684210526315
NW,2017,259258223295.32083,34,2675.5756036504317,1.4907877892255783,6.778846153846153
NW,2018,211294232416.24008,15,1273.6033908879165,1.836227297782898,13
NW,2019,43758471925.275314,8,713.2159475663104,1.4557414054870603,6.125
NW,2020,1004105637372.8329,61,4898.32205640371,1.4942095875740051,9.253030303030304
NW,2021,947068374377.7949,63,4966.056016339226,1.6201543509960175,13.12865990990991
NW,2022,1729853255103.9502,118,9336.290790963665,1.607050827571324,28.116526259626657
NW,2023,4859079218227.011,124,9659.838725938376,1.6701213777065278,22.697537647537647
NW,2024,1634433274151.345,92,7155.721318058528,1.3517559596470423,17.235518449804164
NW,2025,663380676501.779,92,7320.035511976526,1.2457752108573914,8.10758802600908
SW,1981,47587905839.390274,8,337.0059971741831,1.7006524801254272,5.375
SW,1982,0,0,0,NA,NA
SW,1983,389041013605.1326,20,923.2733116285806,1.3794555068016052,13.24871794871795
SW,1984,0,0,0,NA,NA
SW,1985,12947635900.65565,3,146.56610666763936,1.4629530906677246,5
SW,1986,14790506568.896118,3,160.03419294256136,1.41968834400177,5.75
SW,1987,175380109333.15457,16,687.4606422369689,1.56461443901062,7.027777777777778
SW,1988,149341358466.1129,12,633.3978061248189,1.454937219619751,12.916666666666666
SW,1989,658556735567.5037,37,1730.2810406901372,1.454397238790989,12.405050505050506
SW,1990,416567598191.25354,54,2634.8969109236796,1.352595865726471,9.679761904761905
SW,1991,435932780819.94543,13,631.7669500481297,1.970263957977295,22.291666666666664
SW,1992,0,0,0,NA,NA
SW,1993,0,0,0,NA,NA
SW,1994,109453471308.5048,16,734.5848790615526,1.3087204694747925,8.538461538461538
SW,1995,540613867031.6764,46,2250.7409526296324,1.4095850437879562,14.738095238095237
SW,1996,182219971453.1527,12,502.1358232089898,1.342626412709554,9.152777777777779
SW,1997,1033771931923.7902,53,2458.1411626712534,1.5114892721176147,17.652483974358972
SW,1998,310027845415.3373,32,1583.5992392474873,1.165766994158427,10.86111111111111
SW,1999,38804873332.47489,5,271.20343777646787,1.4490054845809937,7.777777777777778
SW,2000,117278542867.90344,20,946.8157519419068,1.4747583866119385,6.6466666666666665
SW,2001,6723570543.247814,2,104.44705293567496,1.1098239421844482,5
SW,2002,297343994199.6137,41,2033.4182954758385,1.2814870732171195,9.390952380952381
SW,2003,182140265538.52054,20,990.5719166989569,1.369220331311226,7.52991452991453
SW,2004,179050396566.426,14,717.6381274871612,1.5988776087760925,10.242424242424242
SW,2005,221028074713.5347,31,1490.9749823430282,1.4950317740440369,6.872727272727272
SW,2006,1586383271909.426,52,2456.374950409991,1.5855083227157594,18.562962962962963
SW,2007,107455365445.37466,17,759.8705008251093,1.4205545783042908,7.833333333333333
SW,2008,306806003810.9102,28,1310.761096575525,1.1044769088427224,11.708695652173912
