year,duration,start_time,end_time,area,lat,lon
2006,37,1147564800000000000,1150761600000000000,62311128.26154316,39.125,350.125
2006,5,1151712000000000000,1152144000000000000,62311128.26154316,39.125,350.125
2006,19,1153353600000000000,1154995200000000000,62311128.26154316,39.125,350.125
2006,16,1159488000000000000,1160870400000000000,62311128.26154316,39.125,350.125
2006,43,1162166400000000000,1165881600000000000,62311128.26154316,39.125,350.125
2007,7,1185753600000000000,1186358400000000000,62311128.26154316,39.125,350.125
2008,5,1202169600000000000,1202601600000000000,62311128.26154316,39.125,350.125
2008,20,1203206400000000000,1204934400000000000,62311128.26154316,39.125,350.125
2009,23,1245888000000000000,1247875200000000000,62311128.26154316,39.125,350.125
2009,17,1254614400000000000,1256083200000000000,62311128.26154316,39.125,350.125
2009,23,1256342400000000000,1258329600000000000,62311128.26154316,39.125,350.125
2010,12,1271894400000000000,1272931200000000000,62311128.26154316,39.125,350.125
2011,10,1296345600000000000,1297209600000000000,62311128.26154316,39.125,350.125
2011,61,1302134400000000000,1307404800000000000,62311128.26154316,39.125,350.125
2011,7,1317340800000000000,1317945600000000000,62311128.26154316,39.125,350.125
2011,6,1318377600000000000,1318896000000000000,62311128.26154316,39.125,350.125
2012,15,1344988800000000000,1346284800000000000,62311128.26154316,39.125,350.125
2012,20,1347062400000000000,1348790400000000000,62311128.26154316,39.125,350.125
2012,8,1349568000000000000,1350259200000000000,62311128.26154316,39.125,350.125
2014,38,1409702400000000000,1412985600000000000,62311128.26154316,39.125,350.125
2014,20,1413590400000000000,1415318400000000000,62311128.26154316,39.125,350.125
2014,8,1416096000000000000,1416787200000000000,62311128.26154316,39.125,350.125
2015,5,1437177600000000000,1437609600000000000,62311128.26154316,39.125,350.125
2015,5,1440720000000000000,1441152000000000000,62311128.26154316,39.125,350.125
2015,15,1446768000000000000,1448064000000000000,62311128.26154316,39.125,350.125
2015,50,1450051200000000000,1454371200000000000,62311128.26154316,39.125,350.125
2016,10,1454803200000000000,1455667200000000000,62311128.26154316,39.125,350.125
2016,5,1465171200000000000,1465603200000000000,62311128.26154316,39.125,350.125
2017,8,1494028800000000000,1494720000000000000,62311128.26154316,39.125,350.125
2017,7,1495497600000000000,1496102400000000000,62311128.26154316,39.125,350.125
2017,7,1497744000000000000,1498348800000000000,62311128.26154316,39.125,350.125
2020,5,1581638400000000000,1582070400000000000,62311128.26154316,39.125,350.125
2020,9,1588291200000000000,1589068800000000000,62311128.26154316,39.125,350.125
2020,23,1589587200000000000,1591574400000000000,62311128.26154316,39.125,350.125
2021,13,1618617600000000000,1619740800000000000,62311128.26154316,39.125,350.125
2021,5,1620950400000000000,1621382400000000000,62311128.26154316,39.125,350.125
2021,14,1630540800000000000,1631750400000000000,62311128.26154316,39.125,350.125
2022,6,1654387200000000000,1654905600000000000,62311128.26154316,39.125,350.125
2022,5,1655856000000000000,1656288000000000000,62311128.26154316,39.125,350.125
2022,5,1657238400000000000,1657670400000000000,62311128.26154316,39.125,350.125
2022,15,1662768000000000000,1664064000000000000,62311128.26154316,39.125,350.125
2022,63,1669420800000000000,1674864000000000000,62311128.26154316,39.125,350.125
2023,62,1678492800000000000,1683849600000000000,62311128.26154316,39.125,350.125
2023,28,1685404800000000000,1687824000000000000,62311128.26154316,39.125,350.125
2023,58,1695686400000000000,1700697600000000000,62311128.26154316,39.125,350.125
2023,25,1701302400000000000,1703462400000000000,62311128.26154316,39.125,350.125
2024,6,1704153600000000000,1704672000000000000,62311128.26154316,39.125,350.125
2024,47,1705449600000000000,1709510400000000000,62311128.26154316,39.125,350.125
2024,12,1712966400000000000,1714003200000000000,62311128.26154316,39.125,350.125
