season,Year,NW,SW,S
DJF,1981,0,1.705268383026123,1.4885945320129397
DJF,1982,0.4070684115091959,0,0
DJF,1983,0.4508945941925049,0.519506851832072,0.5416048367818196
DJF,1984,0,0,0
DJF,1985,0,0,0
DJF,1986,0,0,0
DJF,1987,0,0,0
DJF,1988,0.4199807643890382,0.44800778230031335,0
DJF,1989,1.1036637425422668,0.6747571031252543,0
DJF,1990,0.775925596555074,0.6752758423487345,0
DJF,1991,0,0,0
DJF,1992,0,0,0
DJF,1993,0,0,0
DJF,1994,0.4447214603424072,0.3908212979634603,0.36096294720967614
DJF,1995,0.791469693183899,0.35749363899230957,0.7649409373601277
DJF,1996,0.770570715268453,0.38899405797322584,0.36610285441080737
DJF,1997,0.7707643508911133,0.3616210619608561,0
DJF,1998,0.7338302135467529,0.41648221015930176,0.40229757626851403
DJF,1999,0,0,0
DJF,2000,0,0,0
DJF,2001,0,0,0
DJF,2002,0.6909587383270264,0.6870981454849244,0.29602593183517456
DJF,2003,0,0,0
DJF,2004,0,0,0.28576433658599854
DJF,2005,0,0,0
DJF,2006,0.4510655800501505,0.5430837472279866,0.4802010854085287
DJF,2007,0.782375733057658,0.3286742766698202,0.6781496405601501
DJF,2008,0.6398753126462301,0.7005165616671244,0.6615433494249979
DJF,2009,0.3734184900919596,0,0
DJF,2010,0.41845365365346276,0.3280055522918701,0.3571035464604696
DJF,2011,0.6304867466290792,0.7105782032012941,0.34963349501291907
DJF,2012,0,0,0
DJF,2013,0,0,0
DJF,2014,0.40863335132598877,0,0.4533085425694784
DJF,2015,0.4305628140767416,0.4250450134277344,0.4618168274561564
DJF,2016,1.1674198309580484,1.0987112522125246,1.1100218693415325
DJF,2017,0,0.8131291468938191,0.8273952802022297
DJF,2018,0,0,0
DJF,2019,0,0.3592376708984375,0.36208252112070716
DJF,2020,0.7118132710456848,0.8294238249460857,1.0639525651931763
DJF,2021,0,0,0
DJF,2022,0.4824833869934082,0.43745617071787524,0.3970179557800293
DJF,2023,1.1677775780359902,0.7962549527486166,0.8862877289454142
DJF,2024,1.3285884062449138,1.4023681084314983,1.4250216881434123
DJF,2025,0.6274526119232178,0.6175691286722819,0.5890199939409891
MAM,1982,0,0,0.6036439736684163
MAM,1983,0,0.38645295302073157,0.3734508355458578
MAM,1984,0,0,0
MAM,1985,0,0,0
MAM,1986,0,0,0
MAM,1987,0.42994650204976403,0.8295124769210815,0.40015641848246253
MAM,1988,0.3837010463078817,0,0
MAM,1989,0.9512417713801066,0.4411503473917643,0
MAM,1990,0.9461599191029866,0.7839229305585226,0.765586256980896
MAM,1991,0,0,0
MAM,1992,0,0,0
MAM,1993,0,0,0
MAM,1994,0,0,0
MAM,1995,0.3888336420059204,0.4019620021184286,0.4086296558380127
MAM,1996,0.5951260328292847,0,0
MAM,1997,1.7766605218251545,1.5760875940322876,1.3371621767679849
MAM,1998,0.8430739243825277,0.7332253058751425,0.8861691951751709
MAM,1999,0,0.426401416460673,0.4106605052947998
MAM,2000,0.5849006970723469,0.8398008743921915,0.7862065633138021
MAM,2001,0.9669165213902792,0,0
MAM,2002,0.4069833358128866,0.7526307900746664,0.35366082191467285
MAM,2003,0.3534828027089437,0,0
MAM,2004,0,0,0
MAM,2005,0.5230520963668823,0,0
MAM,2006,0.5452972253163657,1.1181597312291465,0
MAM,2007,0.3127369284629822,0,0
MAM,2008,1.3059672911961873,0.3947770595550537,0.41843911012013757
MAM,2009,0,0,0
MAM,2010,1.2174485127131145,1.2901020050048828,1.0222872495651245
MAM,2011,1.2753580808639526,1.6745810906092327,1.6116357644399006
MAM,2012,1.0372178157170613,0,0.5690406163533528
MAM,2013,0,0,0.9779659907023112
MAM,2014,1.134151776631673,0.44848271210988366,0.5741112629572551
MAM,2015,0,0.8470322688420614,0.5868690411249797
MAM,2016,0,0,0
MAM,2017,1.3932589093844097,0.9431823094685873,1.0211914777755737
MAM,2018,0,0,0
MAM,2019,0,0.2790562311808268,0
MAM,2020,0.9592940807342529,0.5050086577733357,1.1126880248387654
MAM,2021,1.0000574191411336,0.8386170466740926,0.8547174135843912
MAM,2022,0,0.4624168872833252,0.6284490823745728
MAM,2023,1.6351159413655598,1.3483854929606118,1.189645787080129
