Zone,Year,value_annual
NW,1981,0
NW,1982,10.385188043590563
NW,1983,24.989669146219704
NW,1984,5.5775434830363695
NW,1985,6.801066954249217
NW,1986,6.156431271133695
NW,1987,12.196524975379784
NW,1988,28.421545937631542
NW,1989,57.52423272168115
NW,1990,38.522001554524806
NW,1991,13.04543900095962
NW,1992,0
NW,1993,13.781242707023003
NW,1994,20.126495207030384
NW,1995,38.91942232948033
NW,1996,20.014917927562394
NW,1997,68.70405407564567
NW,1998,19.519477070593144
NW,1999,19.96577997641311
NW,2000,18.042104768893253
NW,2001,14.440248736942927
NW,2002,31.505912539242452
NW,2003,20.698830635674405
NW,2004,19.75170598400205
NW,2005,24.946494523395423
NW,2006,42.71386464298705
NW,2007,33.983129278178396
NW,2008,40.9899746631048
NW,2009,32.593853171182495
NW,2010,33.9402946657671
NW,2011,45.456536940559715
NW,2012,38.512525497612636
NW,2013,25.458769655342262
NW,2014,45.119694074799426
NW,2015,38.87870893113747
NW,2016,27.25164174789686
NW,2017,26.40294772262259
NW,2018,7.097697429129599
NW,2019,7.429332787149067
NW,2020,39.936201454359995
NW,2021,25.864720621125656
NW,2022,44.99482758192671
NW,2023,62.10630530405021
NW,2024,50.73000425128412
NW,2025,43.99895056098111
SW,1981,10.615617162497003
SW,1982,0
SW,1983,11.13523456840715
SW,1984,0
SW,1985,7.581580555062749
SW,1986,8.844071642099948
SW,1987,14.882734929181748
SW,1988,4.299268601434039
SW,1989,24.292620469727837
SW,1990,28.576071582159077
SW,1991,8.437158436492918
SW,1992,0
SW,1993,0
SW,1994,8.30629090153083
SW,1995,25.412658738044968
SW,1996,9.759878042681944
SW,1997,29.158864372821576
SW,1998,12.05254745570684
SW,1999,11.614441678206655
SW,2000,20.062259120919297
SW,2001,4.351960538986456
SW,2002,20.63355802174287
SW,2003,12.152234226243944
SW,2004,11.71196656041001
SW,2005,24.079962977026987
SW,2006,33.49553629691845
SW,2007,22.015127008980464
SW,2008,15.994982724722998
SW,2009,17.073135257612414
SW,2010,20.99004482963821
SW,2011,27.797134327989582
SW,2012,21.74591512470215
SW,2013,13.765022746845805
SW,2014,19.276662261824228
SW,2015,31.293163819030372
SW,2016,24.971207257056445
SW,2017,24.568506829699515
SW,2018,11.204376483425957
SW,2019,8.66076444105708
SW,2020,29.553261346241527
SW,2021,15.378179360828184
SW,2022,32.28337364670691
SW,2023,47.91233304704598
SW,2024,28.19690833310287
SW,2025,39.71744857949298
S,1981,8.005802222052516
S,1982,5.270302993922423
S,1983,8.311441599249527
S,1984,0
S,1985,5.7582787020754465
S,1986,0
S,1987,10.606743771533713
S,1988,2.9493188878222214
S,1989,7.565024302955105
S,1990,11.273258182325126
S,1991,5.069777037850054
S,1992,0
S,1993,2.7621734563968596
S,1994,5.47756055493738
S,1995,15.460890503006919
S,1996,8.029144382227253
S,1997,18.81108439806981
S,1998,8.892609279171195
S,1999,7.406744312893392
S,2000,10.089356449383306
S,2001,0
S,2002,5.468154616673756
S,2003,5.326370279308785
S,2004,11.985768809100012
S,2005,8.099364051008681
S,2006,18.20696252767709
S,2007,12.935805159791004
S,2008,14.39921388922592
S,2009,13.210858373294199
S,2010,19.19849884076715
S,2011,22.902282162337606
S,2012,4.494757947789312
S,2013,18.217812586703317
S,2014,12.207063933742145
S,2015,10.376279839679714
S,2016,18.151200786372954
S,2017,20.262185005824772
S,2018,2.518835728851526
S,2019,12.640916870036545
S,2020,24.98411293523246
S,2021,9.679698561369861
S,2022,14.393055251031583
S,2023,23.425592812904192
S,2024,16.917216052230554
S,2025,24.559942444262187
