"m","R_structure","AICc","logLik","converged","degenerate","min_R_variance","min_Q_variance","degenerate_R_series","degenerate_Q_trend","delta_AICc","AICc_support"
3,"diagonal and unequal",-1146.40666139819,-397.564189276293,FALSE,TRUE,-6.98753838569713e-10,1,"Zone_S_Bath_200; Zone_S_Bath_400",NA,0,"Strong support"
3,"equalvarcov",1098.71433157725,-504.067263508495,FALSE,FALSE,0.511845351371243,1,NA,NA,2245.12099297544,"No support"
2,"diagonal and unequal",1334.45330843942,-621.93675193958,FALSE,TRUE,2.31983135336624e-05,1,"Zone_SW_Bath_600",NA,2480.85996983761,"No support"
2,"equalvarcov",1607.45536360049,-772.086854926861,TRUE,FALSE,0.560782963531779,1,NA,NA,2753.86202499868,"No support"
3,"diagonal and equal",1701.50945806221,-806.52295819777,FALSE,FALSE,0.0560748625102726,1,NA,NA,2847.91611946039,"No support"
1,"equalvarcov",2926.19955934379,-1445.90387698304,TRUE,FALSE,0.77501780854753,1,NA,NA,4072.60622074198,"No support"
1,"diagonal and unequal",2934.71994540498,-1436.75958535581,TRUE,FALSE,0.00137887168936534,1,NA,NA,4081.12660680317,"No support"
2,"diagonal and equal",2961.18360825571,-1449.99141678118,TRUE,FALSE,0.196112020854779,1,NA,NA,4107.5902696539,"No support"
1,"diagonal and equal",3806.62841096484,-1887.1401811702,TRUE,FALSE,0.483181071255608,1,NA,NA,4953.03507236303,"No support"
