Zone,Year,value_annual
NW,1981,0
NW,1982,10.385188043590563
NW,1983,25.019572122204472
NW,1984,5.5775434830363695
NW,1985,6.801066954249217
NW,1986,6.156431271133695
NW,1987,12.196524975379784
NW,1988,28.3869302658118
NW,1989,58.43233304604985
NW,1990,38.47039276245949
NW,1991,13.161893237310656
NW,1992,0
NW,1993,6.351699748275815
NW,1994,20.126495207030384
NW,1995,38.85422751044146
NW,1996,20.11671509967489
NW,1997,68.59835977005672
NW,1998,19.55103554764019
NW,1999,19.95570945158414
NW,2000,18.042104768893253
NW,2001,14.440248736942927
NW,2002,31.479314687065397
NW,2003,20.685709136682785
NW,2004,19.778110604065066
NW,2005,24.94026952903043
NW,2006,42.44282519638632
NW,2007,34.06810574717462
NW,2008,33.5595818508157
NW,2009,32.60953775626646
NW,2010,33.93516496088221
NW,2011,37.48173530120474
NW,2012,38.55890150659829
NW,2013,25.440055770049305
NW,2014,45.111234265418524
NW,2015,38.857229565710966
NW,2016,27.262180175297154
NW,2017,26.392420327584393
NW,2018,7.075574393821759
NW,2019,7.429332787149067
NW,2020,39.85248032220704
NW,2021,25.857600146130924
NW,2022,44.97129080477131
NW,2023,62.158624896622484
NW,2024,45.226830506625674
NW,2025,44.265694555794276
SW,1981,10.615617162497003
SW,1982,0
SW,1983,11.34483485552361
SW,1984,0
SW,1985,7.581580555062749
SW,1986,8.844071642099948
SW,1987,14.969042451027077
SW,1988,4.2583882011022824
SW,1989,23.907368508226476
SW,1990,28.743478053761184
SW,1991,8.283119238723714
SW,1992,0
SW,1993,0
SW,1994,8.32964617089654
SW,1995,26.001013845754553
SW,1996,9.853383008781979
SW,1997,29.545190046565803
SW,1998,12.155912948169677
SW,1999,12.58822485178542
SW,2000,20.07598667171963
SW,2001,4.351960538986456
SW,2002,20.69250377255952
SW,2003,13.028464610058444
SW,2004,12.209527690982972
SW,2005,20.87610893182177
SW,2006,33.88937846971169
SW,2007,17.41141135331181
SW,2008,7.450010895737218
SW,2009,17.072656903307173
SW,2010,21.217952416507675
SW,2011,28.122535552437064
SW,2012,17.47838416355216
SW,2013,13.882689886629876
SW,2014,19.141156081207882
SW,2015,31.642290633077053
SW,2016,25.16186339804787
SW,2017,24.878419831049268
SW,2018,11.372759780856468
SW,2019,3.0428728871412147
SW,2020,22.36554036825748
SW,2021,8.067306433150545
SW,2022,21.60923363322748
SW,2023,40.97671031537792
SW,2024,25.01352249652814
SW,2025,36.54277483392439
S,1981,8.005802222052516
S,1982,5.589847813792604
S,1983,8.422869183514788
S,1984,0
S,1985,5.7582787020754465
S,1986,0
S,1987,10.824787684417808
S,1988,2.9493188878222214
S,1989,8.161756748240336
S,1990,11.348126515868035
S,1991,5.447483610601157
S,1992,0
S,1993,2.7621734563968596
S,1994,5.47756055493738
S,1995,13.799170692520224
S,1996,8.263127190262407
S,1997,19.005653146581157
S,1998,5.47756055493738
S,1999,5.407381018152874
S,2000,10.856869758376444
S,2001,0
S,2002,5.68809916529092
S,2003,5.477560554937378
S,2004,8.06194585148015
S,2005,8.18359038190663
S,2006,19.18081921385211
S,2007,10.911008258181635
S,2008,10.96150106776427
S,2009,8.118089480907754
S,2010,19.753952097592315
S,2011,22.060626941430638
S,2012,2.7087033331324717
S,2013,16.541991609985608
S,2014,10.884941573090256
S,2015,10.904992869314396
S,2016,16.76018616980654
S,2017,16.747487015531235
S,2018,2.73878027746869
S,2019,5.758278702075424
S,2020,19.285085954217674
S,2021,8.075981758837049
S,2022,13.862332275626295
S,2023,24.760864171712893
S,2024,11.333310835880201
S,2025,22.097387651174905
