Zone,Year,value_annual
NW,1981,0
NW,1982,124.62225652308675
NW,1983,3653.538267510644
NW,1984,535.4441743714915
NW,1985,979.3536414118876
NW,1986,1329.789154564878
NW,1987,957.7621965103538
NW,1988,1692.977280782714
NW,1989,6217.951273208681
NW,1990,10558.70098326548
NW,1991,2553.0234973862453
NW,1992,0
NW,1993,1156.240073215303
NW,1994,1947.1133104277772
NW,1995,6097.310045200376
NW,1996,1458.605900911411
NW,1997,8509.200475267344
NW,1998,7665.800212549828
NW,1999,3919.1392137961006
NW,2000,1853.180929465911
NW,2001,257.41145418166377
NW,2002,4901.4271888124
NW,2003,4405.591418007354
NW,2004,5376.819882496044
NW,2005,2992.635848613516
NW,2006,10276.345856841037
NW,2007,3874.928861181726
NW,2008,5740.185261184056
NW,2009,6647.541200684589
NW,2010,4656.434069879699
NW,2011,7022.061773327856
NW,2012,6001.4301083897
NW,2013,4126.26285491641
NW,2014,8279.765626737795
NW,2015,6488.023798257924
NW,2016,6443.880085739299
NW,2017,3162.1054737635804
NW,2018,1362.757906392883
NW,2019,713.2159475663104
NW,2020,6593.33962676675
NW,2021,6512.967067208039
NW,2022,11958.880348016166
NW,2023,12881.671787371934
NW,2024,9650.358078605457
NW,2025,9570.641780287044
SW,1981,424.6246864998801
SW,1982,0
SW,1983,1676.4573556758423
SW,1984,0
SW,1985,146.56610666763936
SW,1986,160.03419294256136
SW,1987,1037.938735775494
SW,1988,766.5098761984109
SW,1989,2126.2508468586884
SW,1990,3661.0378391328977
SW,1991,852.499377565287
SW,1992,0
SW,1993,0
SW,1994,1039.570457955955
SW,1995,3308.9097094675244
SW,1996,764.9952274218178
SW,1997,3250.0841112440935
SW,1998,2164.908908370166
SW,1999,544.1628561600645
SW,2000,1206.3079500884146
SW,2001,104.44705293567496
SW,2002,2527.107607154952
SW,2003,1344.4164142897062
SW,2004,1068.1170871294587
SW,2005,2188.5672995894943
SW,2006,3426.9250179221863
SW,2007,1019.362698971617
SW,2008,1930.831402431326
SW,2009,1731.8934216206412
SW,2010,1735.395535361655
SW,2011,3559.9317222774444
SW,2012,1317.3931279759736
SW,2013,1226.6271682399624
SW,2014,1870.1253421636884
SW,2015,3684.5678006125527
SW,2016,2097.7147079831575
SW,2017,1927.439594570015
SW,2018,379.13104946045127
SW,2019,109.54342393708372
SW,2020,1951.0155538873112
SW,2021,1491.0082782578156
SW,2022,2121.052446445499
SW,2023,4850.510817169102
SW,2024,2653.4758685507827
SW,2025,1720.061162668265
S,1981,32.023208888210064
S,1982,490.4527673033906
S,1983,461.7993954975684
S,1984,0
S,1985,102.80686219594386
S,1986,0
S,1987,775.293029531625
S,1988,35.39182665386666
S,1989,679.2234028669943
S,1990,397.7529777211482
S,1991,505.63166804658516
S,1992,0
S,1993,99.43824443028694
S,1994,166.8532799723637
S,1995,1220.246287909082
S,1996,820.7913191408268
S,1997,1695.5232027611055
S,1998,896.6468005780551
S,1999,195.50787109491768
S,2000,394.3843599554915
S,2001,0
S,2002,423.03773176131347
S,2003,380.90866957613343
S,2004,259.5542888713379
S,2005,583.153776202364
S,2006,1953.4090359387947
S,2007,746.639048067437
S,2008,992.7158175843198
S,2009,659.0092576395917
S,2010,1102.260524969943
S,2011,1796.6622189217674
S,2012,259.5542888713379
S,2013,1402.2784686246414
S,2014,1011.263336093172
S,2015,1447.7779775505749
S,2016,1451.1447663411345
S,2017,1678.6758463242609
S,2018,352.25407845357995
S,2019,202.24510662623064
S,2020,1747.7940922301764
S,2021,569.6780858230062
S,2022,1142.7241797533038
S,2023,1924.7550544746068
S,2024,896.6461909196892
S,2025,1715.770883341966
