"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"X1",-0.696874096333418,-1.61751010059777,-0.191745074944156,0.374587222765238,0.607211100317595,0.680339375730449,0.152837012934428,-0.475852165080535,-0.933570403796374,-0.0231305011163397,0.259708113015739,-1.01060654193086,-2.28092119687747,0.387877086355181,-0.0776575623711318,-0.497899417305813,0.24041441516995,-0.371453795804243,1.73719024595795,0.136681613408472,0.852361671426706,0.612938453979215,-0.421184180397223,1.76798088772783,-0.0636522233386705,0.418941917453298,-0.549741415319052,-0.222232423308917,-0.436676847627358,0.474032442206824,-0.461185779392207,-0.15929466970158,0.401941774682835,0.439168896485338,0.00716363949209126,-0.79064457947082,-0.456783860549312,-0.194295162733132,0.472021594502533,-0.137413784814098,0.797226756465583,0.107026787095628,0.421199522228399,-0.120281379605328,-1.32160844011383
"X2",0.623683992472416,-1.20309741104457,-0.336794508775168,-0.352470385101909,-0.026760096250111,-0.217153774736917,0.236042166635676,-0.889771511171356,-0.838546426631241,-0.323817065238347,0.681296198236546,2.02141060408713,3.36152500993772,1.05585556442569,0.138215126757907,-0.461225422020506,0.418489449184251,-0.0143235114236503,0.184879781403898,0.221115807556176,-0.365738113454642,0.888565012649288,-0.769959806066247,0.620442063741693,-0.519491220905686,0.159137161341794,0.302566114769923,-0.573330841948157,0.591406442291897,-1.2054284132918,0.0404356718308647,0.686471273580805,-0.16482821788106,1.56029819704281,0.0153485991094525,0.0766277983058031,0.172062525559207,-0.244062877794164,-0.800337885973685,0.28915882557108,0.259677499327942,-0.0636799949765134,0.0682931879523503,0.214513713852852,-0.248568614856741
"X3",0.805188454242197,0.915991641547279,0.700630456840915,0.552143896142813,0.305915161185554,0.327839312316393,0.459832021513585,1.49417998434067,0.978411614504969,0.570017843840872,0.50418594643421,0.541926337763458,0.579666729092706,-1.15221475441358,0.591249691841144,0.749336810593207,0.230802913795459,-0.436180226661886,0.706092301340707,-0.122447706859028,-0.529923011836768,-0.633447689124472,0.179314537500318,1.9254170065346,0.869312000936254,-0.873857823748958,0.161364784656385,-1.5919548399142,-0.847876522285208,0.648490785044021,0.0624863610233462,-0.295419711284678,-0.477550968399138,-1.14509974522492,-0.370324916422294,0.289289243889942,-0.0531175163913315,-2.68041924073345,-1.71328049426455,-0.351684401969829,-0.252197085484935,-0.144623521547869,-0.0506227714296072,-0.0547270246949141,-0.882560515446215
