"","X1","X2","X3"
"Zone_NW_Bath_1000",0.89556706426655,0,0
"Zone_NW_Bath_200",0.806800949296885,0.266672508278795,0
"Zone_NW_Bath_400",0.803366188993636,0.205068797911465,0.0551286014733444
"Zone_NW_Bath_600",0.805264936189169,0.199637093000734,0.0548937590143041
"Zone_NW_Bath_800",0.906535431217208,0.00693378356725788,0.0100004923302942
"Zone_SW_Bath_1000",-0.422876914015777,1.22035339777217,0.311512664377825
"Zone_SW_Bath_200",-0.419073608453204,1.35886817190148,0.344214186422064
"Zone_SW_Bath_400",-0.463346047242192,1.3889987777368,0.325303970077478
"Zone_SW_Bath_600",-0.438613261527531,1.35768642596589,0.318042635059659
"Zone_SW_Bath_800",-0.386476731030212,1.35716072697334,0.344023819350917
"Zone_S_Bath_1000",-0.558030130326351,-0.379051223339303,0.448937783330641
"Zone_S_Bath_200",-0.658519255411704,-0.518388817316218,-0.316214398495663
"Zone_S_Bath_400",-0.658519255411699,-0.518388817316218,-0.316214398495663
"Zone_S_Bath_600",-0.528979748779422,-0.480079579747513,-0.106743361463036
"Zone_S_Bath_800",-0.607474197363717,-0.422751553522564,0.283557669106364
