"m","R_structure","AICc","logLik","converged","degenerate","min_R_variance","min_Q_variance","degenerate_R_series","degenerate_Q_trend","delta_AICc","AICc_support"
3,"diagonal and unequal",-479.592277087062,-82.698216561863,FALSE,TRUE,-2.19611081056503e-10,1,"Zone_S_Bath_200; Zone_S_Bath_400",NA,0,"Strong support"
3,"equalvarcov",382.308829739502,-143.740621766303,TRUE,FALSE,0.58170358387631,1,NA,NA,861.901106826564,"No support"
2,"diagonal and unequal",438.798042223253,-171.985228008178,FALSE,FALSE,0.000686468535153399,1,NA,NA,918.390319310315,"No support"
2,"equalvarcov",634.491183745012,-284.572741956823,TRUE,FALSE,0.601034153464309,1,NA,NA,1114.08346083207,"No support"
3,"diagonal and equal",680.551252143604,-294.019171682817,TRUE,FALSE,0.0539377113533695,1,NA,NA,1160.14352923067,"No support"
1,"diagonal and unequal",1054.93995290481,-495.904319886749,TRUE,FALSE,0.00274935864933907,1,NA,NA,1534.53222999187,"No support"
1,"equalvarcov",1092.84777248236,-528.919767625034,TRUE,FALSE,0.819532035314593,1,NA,NA,1572.44004956942,"No support"
2,"diagonal and equal",1141.53522142636,-539.201954147522,TRUE,FALSE,0.184767068567946,1,NA,NA,1621.12749851342,"No support"
1,"diagonal and equal",1431.29293036752,-699.199096762707,TRUE,FALSE,0.428416733909646,1,NA,NA,1910.88520745458,"No support"
