"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"X1",0.115728246901118,0.733208977954095,0.0201393189449359,0.100963962448634,-0.603179331256846,-0.460133936753576,0.239963264339157,1.46795316069808,2.49882756018804,0.322227633791029,0.11039908228695,0.107212502274034,0.202030689918229,0.500841427883959,1.356737868094,0.232774851992959,0.326531703196142,0.112497525408372,-0.314996061409312,-0.387374987850705,0.867859279574387,0.664019448600121,-0.265254719447621,-0.00522988616954731,-0.863132209736553,0.191151660560653,-0.314067422121908,0.883303726464166,0.260201860546751,-1.08189199266005,0.693132563724041,-0.4066349131484,-0.190195088153383,-0.743511067381818,0.484631451211598,-0.921291602621053,-0.938394299471777,-0.23469872266207,-0.696931135205698,-0.188127703727863,0.165463746237592,-0.246538158941718,-2.968190643528,-0.375131982759679,-0.452565736546655
"X2",-0.434657441814888,-0.716019346548119,-0.178993724706991,-0.365086923616804,0.400221825011294,0.408929829023239,-0.0980105933963268,-0.601954905292245,0.643894275939346,-0.41946790376322,-0.423832070907257,-0.43328525112609,-0.565616564858786,-0.7500547796424,-1.5028175075305,-0.253388923808867,-0.52132832979458,-0.353149512549115,0.857509665324125,0.208674524523878,-0.535021189865375,-0.511712790438143,-0.183679021341516,-0.0911337482944693,0.923320425327595,0.996889743503485,1.29518839963639,-1.1431504481439,-0.490788415666111,0.538933947192208,-0.530127245919621,-0.0840824652431955,-0.0630768993060145,0.574898000868057,1.24533018980983,1.24411221747378,1.85958228681859,0.0750123183650523,-0.213979724975311,0.97938490201443,0.141715239152822,-0.789847830266938,-2.32576251061587,-0.154769904397185,2.3461804136157
