"Series","Trend","Estimate","CI_low","CI_high","p_value","significant","stars"
"Zone_NW_Bath_1000","X1",0.804054823700723,0.654191237758185,0.95391840964326,7.31460991114212e-26,TRUE,"***"
"Zone_NW_Bath_200","X1",0.78265697900219,0.632513501418817,0.932800456585563,1.66828219606611e-24,TRUE,"***"
"Zone_NW_Bath_400","X1",0.803469928204616,0.653564714505092,0.95337514190414,8.18194625668235e-26,TRUE,"***"
"Zone_NW_Bath_600","X1",0.802910292564152,0.652590915942141,0.953229669186164,1.20057180346591e-25,TRUE,"***"
"Zone_NW_Bath_800","X1",0.796339194217069,0.647263795931871,0.945414592502268,1.18838887365981e-25,TRUE,"***"
"Zone_SW_Bath_1000","X1",0.00561489683816293,-0.233487306601213,0.244717100277538,0.963289268303509,FALSE,""
"Zone_SW_Bath_200","X1",-0.022604882520481,-0.2608032043619,0.215593439320938,0.852445196716858,FALSE,""
"Zone_SW_Bath_400","X1",-0.0354500259104978,-0.276118848257628,0.205218796436633,0.772811964310732,FALSE,""
"Zone_SW_Bath_600","X1",-0.0529950139013227,-0.295680726098263,0.189690698295618,0.668654619006141,FALSE,""
"Zone_SW_Bath_800","X1",-0.0265799678244332,-0.271994795601976,0.218834859953109,0.831891394827907,FALSE,""
"Zone_S_Bath_1000","X1",-0.480712590425952,-0.721314580781023,-0.240110600070883,9.00582204284654e-05,TRUE,"***"
"Zone_S_Bath_200","X1",-0.778296018801452,-1.01197424648479,-0.544617791118113,6.66904596069284e-11,TRUE,"***"
"Zone_S_Bath_400","X1",-0.778296018801441,-1.01197424648478,-0.544617791118102,6.66904596069596e-11,TRUE,"***"
"Zone_S_Bath_600","X1",-0.648684189162168,-0.858404606085655,-0.43896377223868,1.34150563132851e-09,TRUE,"***"
"Zone_S_Bath_800","X1",-0.553723735435509,-0.775207735568898,-0.33223973530212,9.58212878824608e-07,TRUE,"***"
"Zone_NW_Bath_1000","X2",0,0,0,NA,FALSE,""
"Zone_NW_Bath_200","X2",-0.12770460646682,-0.167593597106275,-0.0878156158273661,3.5002811863673e-10,TRUE,"***"
"Zone_NW_Bath_400","X2",0.00699462308130137,-0.028631506282544,0.0426207524451467,0.70037988501927,FALSE,""
"Zone_NW_Bath_600","X2",0.025531612330487,-0.0110439163591261,0.0621071410201,0.171263151642001,FALSE,""
"Zone_NW_Bath_800","X2",0.0106330071114293,-0.0248870775931507,0.0461530918160093,0.557392399455498,FALSE,""
"Zone_SW_Bath_1000","X2",0.445897687384541,0.149509089976303,0.742286284792778,0.00319175069539367,TRUE,"**"
"Zone_SW_Bath_200","X2",0.417733369370895,0.117767397498549,0.717699341243242,0.00634399165405047,TRUE,"**"
"Zone_SW_Bath_400","X2",0.433687596871179,0.131514915867788,0.73586027787457,0.00490814901516805,TRUE,"**"
"Zone_SW_Bath_600","X2",0.439702751694064,0.134574833307008,0.744830670081119,0.00473700679566188,TRUE,"**"
"Zone_SW_Bath_800","X2",0.407576474373021,0.0944304921773663,0.720722456568675,0.0107414512679188,TRUE,"*"
"Zone_S_Bath_1000","X2",0.302313596988645,-0.0209913021538998,0.62561849613119,0.0668458748523741,FALSE,""
"Zone_S_Bath_200","X2",-0.475431730395286,-0.765223434017673,-0.1856400267729,0.00130211474255023,TRUE,"**"
"Zone_S_Bath_400","X2",-0.475431730395287,-0.765223434017672,-0.185640026772901,0.00130211474255019,TRUE,"**"
"Zone_S_Bath_600","X2",-0.190625372236103,-0.478844916351978,0.097594171879772,0.19487230501882,FALSE,""
"Zone_S_Bath_800","X2",0.0985844939764385,-0.211345548600017,0.408514536552894,0.532996962593507,FALSE,""
"Zone_NW_Bath_1000","X3",0,0,0,NA,FALSE,""
"Zone_NW_Bath_200","X3",0,0,0,NA,FALSE,""
"Zone_NW_Bath_400","X3",0.00580672882344913,-0.031172686980736,0.0427861446276343,0.758260961060405,FALSE,""
"Zone_NW_Bath_600","X3",0.0220567764006161,-0.018026407548754,0.0621399603499862,0.280802075000838,FALSE,""
"Zone_NW_Bath_800","X3",0.000681620016249781,-0.0367937852644586,0.0381570252969581,0.971562450402143,FALSE,""
"Zone_SW_Bath_1000","X3",0.783079514399917,0.586768685359257,0.979390343440576,5.35616377463431e-15,TRUE,"***"
"Zone_SW_Bath_200","X3",0.793181501156567,0.599642362474391,0.986720639838743,9.54899678824438e-16,TRUE,"***"
"Zone_SW_Bath_400","X3",0.797387129358749,0.599950284147328,0.99482397457017,2.45873626432639e-15,TRUE,"***"
"Zone_SW_Bath_600","X3",0.803682183065459,0.60369845351045,1.00366591262047,3.36459632101763e-15,TRUE,"***"
"Zone_SW_Bath_800","X3",0.834355244617629,0.639237679226702,1.02947281000856,5.24207080040502e-17,TRUE,"***"
"Zone_S_Bath_1000","X3",-0.786190906215685,-0.999061008883256,-0.573320803548114,4.5295798236137e-13,TRUE,"***"
"Zone_S_Bath_200","X3",-0.566507174211111,-0.821713576919899,-0.311300771502324,1.35686244270756e-05,TRUE,"***"
"Zone_S_Bath_400","X3",-0.56650717421111,-0.821713576919897,-0.311300771502324,1.35686244270744e-05,TRUE,"***"
"Zone_S_Bath_600","X3",-0.63260606332155,-0.842250856638685,-0.422961270004415,3.33455129516088e-09,TRUE,"***"
"Zone_S_Bath_800","X3",-0.736194719144987,-0.936516928040376,-0.535872510249598,5.89143476054319e-13,TRUE,"***"
