"m","R_structure","AICc","logLik","converged","degenerate","min_R_variance","min_Q_variance","degenerate_R_series","degenerate_Q_trend","delta_AICc","AICc_support"
3,"diagonal and unequal",-1181.59942737693,-374.556119267173,FALSE,TRUE,-2.2022561368812e-10,1,"Zone_S_Bath_200; Zone_S_Bath_400",NA,0,"Strong support"
3,"equalvarcov",1043.82443072733,-476.622313083537,FALSE,FALSE,0.512183821695989,1,NA,NA,2225.42385810427,"No support"
2,"diagonal and unequal",1265.00182105356,-587.211008246651,TRUE,FALSE,0.000149067271105184,1,NA,NA,2446.60124843049,"No support"
2,"equalvarcov",1542.49914948098,-739.608747867107,TRUE,FALSE,0.558627558628006,1,NA,NA,2724.09857685791,"No support"
3,"diagonal and equal",1638.13884543302,-774.837651883178,TRUE,FALSE,0.0533075279470078,1,NA,NA,2819.73827280995,"No support"
1,"diagonal and unequal",2908.3664503066,-1423.58283780662,TRUE,FALSE,0.00166052822961698,1,NA,NA,4089.96587768353,"No support"
1,"equalvarcov",2911.91849180065,-1438.76334321146,TRUE,FALSE,0.774604716957482,1,NA,NA,4093.51791917758,"No support"
2,"diagonal and equal",2952.29240817121,-1445.54581673893,TRUE,FALSE,0.194543786411533,1,NA,NA,4133.89183554814,"No support"
1,"diagonal and equal",3808.64064655421,-1888.14629896488,TRUE,FALSE,0.484182194082332,1,NA,NA,4990.24007393114,"No support"
