"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"X1",-0.858526952579957,-1.97625888177306,-0.425879949525152,-0.27423700343801,1.17484388943184,1.40499213631041,-0.65055991102553,-1.32447336212353,-0.817288480526354,1.23981744615604,-0.116038008374624,-0.606020203317391,-0.505602377280703,-0.36953690340388,-1.13807272608116,-0.680179239321538,1.04729974575242,1.29207663384153,0.010578333283888,-0.675722737480088,-0.526185917929761,0.479678878277503,1.60151718884237,-0.513394599497115,0.343446190712543,-0.0441234426566918,-1.04809242791295,0.321343447586146,0.00590544458126325,-0.333365505190881,0.0380041626699632,-0.00746020806438765,-0.0239468464623015,-0.871099846851131,0.82124655298693,-0.444519155421791,0.159189913815404,0.377408928561486,0.116213577622274,0.159972485015033,0.859114850418405,0.013467620008143,0.355932035965946,0.982914083720295
"X2",1.15213494456415,-0.225285045955398,0.865578884483423,0.307634548975517,-0.178553604180333,-0.95708505466561,-0.303817025640792,1.94769612227023,-0.402580265715328,0.888562256697608,-0.36648440867372,1.61864285718629,1.28207535028511,0.233848589359479,-0.501241025580278,0.134841253549487,0.245599219489595,0.0687705393089219,0.174257720671709,-0.582608442532816,0.127817645696002,0.0774991439973837,0.730477383979817,0.118391172759404,-0.513728802616782,-0.286983505167932,1.08162306759949,0.0489832603315337,-0.0710233535644164,0.266811379218088,-0.1787806111526,-0.260728500993552,-0.440393685431453,-0.901266938682248,-0.476975861206994,-0.402892174386511,-1.91901880450552,-0.00708419152871792,-0.286875160006714,0.672773721682095,-0.554059918455353,-0.020713215902367,0.168548417268235,-0.830490197063185
"X3",-0.980294378133164,-0.318298725337195,0.705995566281141,0.0895045111270983,-0.563334485647717,-0.654621618189337,0.213755900190405,-1.32958828665639,-0.650668298659552,-0.55564284043317,-0.252266895072922,0.0714183184798321,0.55492024839318,0.195686673861017,2.32364908225551,1.5698824892733,2.09328624935946,0.999547074149097,0.394525612096654,-0.543687970090342,-0.650955185451476,-0.824928550435273,0.546655594820517,-0.248034629578277,-0.0659146870333621,0.539309110516208,-0.909409539990991,-0.875918243426471,-0.655627255740878,-0.306372012400449,1.58079919826626,-0.0721803446926884,-1.23064741708483,0.0440536889476538,-0.104474506066689,1.2178989157813,-0.145106162356804,0.43743211976727,-0.145690687069794,-0.907285911813976,-1.56171611960557,-0.578977031007659,-0.202325550104013,-0.818286455552458
