"m","R_structure","AICc","logLik","converged","degenerate","min_R_variance","min_Q_variance","degenerate_R_series","degenerate_Q_trend","delta_AICc","AICc_support"
3,"diagonal and unequal",-286.10520192937,-177.351864348841,FALSE,TRUE,-1.60722560124224e-10,1,"Zone_S_Bath_200; Zone_S_Bath_400",NA,0,"Strong support"
3,"equalvarcov",560.933366721117,-233.05289025711,FALSE,FALSE,0.467251716092245,1,NA,NA,847.038568650487,"No support"
2,"equalvarcov",668.26681163977,-301.460555904202,TRUE,FALSE,0.49914790076204,1,NA,NA,954.372013569141,"No support"
3,"diagonal and equal",710.663473689861,-309.075282455946,FALSE,FALSE,0.0579673695039751,1,NA,NA,996.768675619231,"No support"
2,"diagonal and unequal",746.60671010866,-325.889561950882,TRUE,FALSE,0.00127008371884307,1,NA,NA,1032.71191203803,"No support"
1,"diagonal and unequal",1170.36835966449,-553.618523266588,TRUE,FALSE,0.000249314392781322,1,NA,NA,1456.47356159386,"No support"
1,"equalvarcov",1316.69554530835,-640.843654038028,TRUE,FALSE,0.766606877406321,1,NA,NA,1602.80074723772,"No support"
2,"diagonal and equal",1370.71590954896,-653.792298208821,TRUE,FALSE,0.293050133701262,1,NA,NA,1656.82111147833,"No support"
1,"diagonal and equal",1580.47740746791,-773.791335312901,TRUE,FALSE,0.565146272944602,1,NA,NA,1866.58260939728,"No support"
