"","X1","X2","X3"
"Zone_NW_Bath_1000",0.324727577270188,0,0
"Zone_NW_Bath_200",0.266092298983246,-0.0887811073462968,0
"Zone_NW_Bath_400",0.30626033072169,-0.0392938380379948,-0.00325257763712805
"Zone_NW_Bath_600",0.320248411955568,-0.0229711797431157,0.00951398691020644
"Zone_NW_Bath_800",0.319885085380796,-0.0160041740267558,0.00047775727948964
"Zone_SW_Bath_1000",0.272301135421084,0.442843976094317,1.01730556858116
"Zone_SW_Bath_200",0.200573858790521,0.336980249640909,1.04250350812524
"Zone_SW_Bath_400",0.233854326378157,0.379445171172089,1.06935730855781
"Zone_SW_Bath_600",0.234596223539698,0.392345380728335,1.07495418450695
"Zone_SW_Bath_800",0.244490712031493,0.402274357130877,1.06829931156783
"Zone_S_Bath_1000",-0.368049534523921,1.13103165703893,0.18483091541045
"Zone_S_Bath_200",-0.891795440450846,0.700613982720755,0.426060952732543
"Zone_S_Bath_400",-0.891795440450923,0.700613982720755,0.426060952732546
"Zone_S_Bath_600",-0.743098353748187,0.827111891701741,0.41951600949914
"Zone_S_Bath_800",-0.542158700655293,1.01040781513398,0.291189209278317
