"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Zone_NW_Bath_1000",NA,62.3111282615434,929.802410619082,535.444174371491,979.353641411888,1329.78915456488,478.881098255177,439.6621639371,712.773933122859,1770.72872637186,1309.34743617596,578.120036607652,649.037770142592,1016.21834086673,508.092425292365,857.487185023303,2642.82857080419,1328.27019625393,617.726976488637,128.705727090832,993.419712755617,1490.42093099101,1857.94466913103,764.5768058948,1533.72078308583,788.120047229482,978.588001852571,1368.91106511633,944.421088969076,1040.67818188437,1022.12880972018,1031.5657137291,1210.96853594784,1125.11821635344,1643.80570891767,823.362055923737,1362.75790639288,713.21594756631,1131.7256252773,1677.49529802627,1774.08285325371,1340.70427870974,1247.33936917923,1423.52429001159
"Zone_NW_Bath_200",NA,62.3111282615434,807.323440379318,535.444174371491,979.353641411888,1188.37072948159,478.881098255177,333.605459241807,617.00962310487,1539.83128711243,1019.81223794395,912.241980027484,790.91046812238,904.287689463366,426.765623300493,765.759590654915,2092.35626394044,1105.52855893093,594.716852683013,128.705727090832,811.934758598309,1203.12210519965,1428.11682151123,610.102209848229,1319.96974721911,733.569427612463,1117.34728124989,1111.01435654445,783.160683406417,793.562647880921,783.086661809456,992.019491998643,911.57077588787,856.038396231653,1247.37165430691,668.893900912608,1273.60339088792,713.21594756631,979.664411280742,1241.51400408481,1333.75582728052,1073.31541399315,1022.24590257979,1464.00710239531
"Zone_NW_Bath_400",NA,62.3111282615434,879.709130282022,535.444174371491,979.353641411888,1260.75878314801,478.881098255177,367.280254723798,656.104499535133,1662.15461944278,1164.58361774936,1067.08555771034,603.017522531344,952.544816065169,426.765623300493,756.680914663869,2361.12864746408,1202.04281213454,594.716852683013,128.705727090832,894.76776182509,1372.02126038472,1621.14532791844,698.065681816319,1314.65882546872,761.851497243208,1040.66364438081,1226.83146038877,886.515561598435,998.655829899202,903.169306372017,992.019491998643,1077.02378137977,973.32302552244,1481.78429763685,735.402052081812,1273.60339088792,713.21594756631,972.102720933203,1477.60716324059,1539.13252337327,1169.33601065175,1221.60013046513,1220.55342611508
"Zone_NW_Bath_600",NA,62.3111282615434,913.384566877661,535.444174371491,979.353641411888,1329.78915456488,478.881098255177,400.955691319437,671.071360244306,1730.06532537592,1231.93449094064,1067.08555771034,649.037770142592,986.500169031741,426.765623300493,797.427338223755,2495.83039384663,1246.94339426206,617.726976488637,128.705727090832,962.454534661487,1438.81230083413,1732.83695049537,748.158962153379,1391.63125197303,774.985772236345,1094.54434293383,1293.84643393493,913.455910874946,1110.907285218,970.520179563295,1009.27708485286,1144.61458288899,1051.61912787467,1566.39276368234,768.237739564654,1273.60339088792,713.21594756631,1039.45359412448,1561.37588017329,1644.72968149876,1243.58992098471,1327.67714522651,1316.2891026096
"Zone_NW_Bath_800",NA,62.3111282615434,913.384566877661,535.444174371491,979.353641411888,1329.78915456488,478.881098255177,423.244320195678,690.883474800965,1759.78349721091,1276.51174869312,578.120036607652,649.037770142592,1016.21834086673,486.20196697047,850.920047526734,2555.26673751661,1306.37973793203,617.726976488637,128.705727090832,980.28543776248,1468.53047266912,1792.27329416535,748.158962153379,1468.04940812015,774.985772236345,956.697543530676,1329.50824013692,931.28681397594,1003.15168190398,1000.23835139828,1031.5657137291,1182.82366096254,1081.33729970965,1610.97002143482,790.526368440895,1362.75790639288,713.21594756631,1098.88993779446,1628.24176680201,1708.41147828802,1288.16717873719,1378.62258265792,1367.23454004101
"Zone_SW_Bath_1000",424.62468649988,NA,640.822397583293,NA,73.2830533338197,80.0170964712807,297.402115654519,825.459571475335,414.465478070042,551.171678391067,512.179514527721,NA,600.671976302998,536.493258831565,305.5549847548,472.1870437444,809.247154675152,249.348572179477,276.980832663942,104.447052935675,579.550679304796,572.263906697302,471.734532058697,467.828342238847,481.674355871381,213.987461843347,611.602589225448,490.67569209693,329.673027728229,603.882914798642,344.685866459906,335.726620032003,458.5968530137,546.500800821647,344.448616929776,342.022144371953,149.971342992671,70.7832041142848,330.227670739282,466.687697531584,371.904546303679,492.247927819413,464.277367192324,223.052578367189
"Zone_SW_Bath_200",337.005997174183,NA,307.75777054286,NA,73.2830533338197,80.0170964712807,171.865160559242,633.397806124819,288.380173448356,376.413844417668,315.883475024065,NA,367.292439530776,321.534421804233,167.37860773633,307.267645333907,527.866413082496,90.4011459254893,189.363150388381,104.447052935675,406.683659095168,330.190638899652,358.819063743581,298.194996468606,272.930550045555,151.974100165022,655.380548287763,346.195633537109,259.459416875913,367.988014663718,217.298665705779,243.467145053,268.881467150426,336.727529872558,206.516777086065,225.761005568563,84.2503071291784,109.543423937084,266.862157195992,524.77171161175,306.601660220101,353.621540013315,310.816409654399,165.469954120457
"Zone_SW_Bath_400",340.373941149667,NA,413.910532211208,NA,73.2830533338197,80.0170964712807,205.985966081793,717.650957502064,304.667538343359,445.018164379358,361.377625733589,NA,414.470562228043,462.744352172102,199.953091556614,351.499101781678,602.567606260419,134.772391989309,208.234399467288,104.447052935675,450.157344993561,349.845445146541,297.626526761152,360.540091848725,315.240540024669,204.708729891444,748.052821694554,370.626680879613,297.201767451893,415.887298826701,270.798787084899,267.898192395504,305.950376513142,367.686858834721,268.622042655198,245.258608724307,114.579740935528,74.151597283217,254.959481147929,633.455926357733,351.422068142203,409.561470671696,389.171190594032,183.83430807076
"Zone_SW_Bath_600",424.62468649988,NA,498.161277561421,NA,73.2830533338197,80.0170964712807,248.1113387569,766.509876198411,346.792911018466,497.009188020188,403.502998408696,NA,474.291848230083,446.705169496564,239.833948891308,389.200496125051,691.307382291459,151.058698221425,232.162913868104,104.447052935675,496.322845281411,417.809884264639,325.710108544556,401.318755319583,360.550166103401,194.773863644744,874.428939719874,421.600010218187,281.650359102293,476.066402648282,295.228246433072,306.656792059991,346.729039984001,426.450939515648,299.67352971188,262.350404724889,126.377016486817,109.543423937084,294.840338482622,700.010758381013,387.815784690784,462.304391342963,419.49928771785,186.063086880041
