"TimeLabel","Trend","Estimate","SE","CI_low","CI_high","significant"
"1981","X1",-0.769459183868879,0.791720259200131,-2.32120237773185,0.782284009994093,FALSE
"1981","X2",-1.34685402160091,0.203427073572106,-1.74556375928262,-0.948144283919199,TRUE
"1981","X3",0.398082164038585,0.240961715023483,-0.0741941190604454,0.870358447137615,FALSE
"1982","X1",-2.01161899321498,0.353931620697384,-2.70531222277175,-1.31792576365822,TRUE
"1982","X2",-0.0903854863529355,0.481389410040596,-1.03389139257149,0.853120419865617,FALSE
"1982","X3",-0.212029858558363,0.354598834361624,-0.907030802867029,0.482971085750304,FALSE
"1983","X1",-0.352571897075177,0.0895181710871337,-0.528024288367854,-0.177119505782501,TRUE
"1983","X2",0.0892603725348072,0.200561911245232,-0.303833750176367,0.482354495245981,FALSE
"1983","X3",0.977378195744166,0.22693391588015,0.532595893748431,1.4221604977399,TRUE
"1984","X1",-0.364184095080115,0.488674298853996,-1.32196812100431,0.593599930844079,FALSE
"1984","X2",-0.109043670971386,0.708293548431511,-1.49727351637922,1.27918617443645,FALSE
"1984","X3",0.177393300966339,0.704495003387227,-1.20339153296105,1.55817813489373,FALSE
"1985","X1",1.18367236820078,0.089759377989475,1.0077472200667,1.35959751633487,TRUE
"1985","X2",-0.392309068524044,0.203335671726483,-0.790839661880209,0.00622152483212124,FALSE
"1985","X3",-0.526383971319083,0.230310062812885,-0.977783399709495,-0.0749845429286713,TRUE
"1986","X1",1.15547300955313,0.337196219942207,0.494580562743355,1.8163654563629,TRUE
"1986","X2",0.0437926283069586,0.573338657778957,-1.07993049188433,1.16751574849825,FALSE
"1986","X3",-1.15424512517285,0.577096541214731,-2.28533356155636,-0.0231566887893462,TRUE
"1987","X1",-0.676682255107174,0.0893627058654978,-0.851829940164596,-0.501534570049752,TRUE
"1987","X2",0.328581823089855,0.199695420406045,-0.0628140087835786,0.719977654963288,FALSE
"1987","X3",-0.214395279221485,0.226098450058883,-0.657540098297224,0.228749539854253,FALSE
"1988","X1",-1.38669080476816,0.0890573568855877,-1.56124001682224,-1.21214159271408,TRUE
"1988","X2",-2.3486327003922,0.196876012231261,-2.73450259378534,-1.96276280699906,TRUE
"1988","X3",1.09809750895365,0.222813604657436,0.661390868559529,1.53480414934777,TRUE
"1989","X1",-0.820735960129417,0.0890552898128121,-0.995281120795305,-0.646190799463528,TRUE
"1989","X2",-0.33992972141007,0.196855730077418,-0.725759862512147,0.0459004196920083,FALSE
"1989","X3",-0.68239221697329,0.222790012115925,-1.11905261683575,-0.245731817110834,TRUE
"1990","X1",1.2275338923741,0.0890553935411403,1.05298852840442,1.40207925634377,TRUE
"1990","X2",-1.01113127906164,0.196856556080312,-1.39696303909964,-0.62529951902364,TRUE
"1990","X3",0.290421232651688,0.222790916013733,-0.146240938817918,0.727083404121293,FALSE
"1991","X1",-0.144945680062361,0.089131559252728,-0.319640326083605,0.0297489659588837,FALSE
"1991","X2",-0.0668122051079209,0.19705276361062,-0.453028524838822,0.31940411462298,FALSE
"1991","X3",-0.456303717178558,0.222888240390387,-0.893156640921223,-0.0194507934358932,TRUE
"1993","X1",-0.376942290326988,0.340231728603649,-1.04378422478795,0.289899644133969,FALSE
"1993","X2",-0.646652099989308,0.465859021069769,-1.55971900315914,0.266414803180524,FALSE
"1993","X3",1.18033202623675,0.347422261424607,0.499396906417061,1.86126714605644,TRUE
"1994","X1",-0.397475513058654,0.0891315592520123,-0.572170159078496,-0.222780867038812,TRUE
"1994","X2",-0.180065107951326,0.197052763603145,-0.566281427667575,0.206151211764922,FALSE
"1994","X3",1.32474818894479,0.222888240381699,0.887895265219151,1.76160111267042,TRUE
"1995","X1",-0.380458322204657,0.0890553934345129,-0.555003685965348,-0.205912958443967,TRUE
"1995","X2",0.00648480854873944,0.196856555035572,-0.379346949441608,0.392316566539087,FALSE
"1995","X3",0.29472353056251,0.222790914798742,-0.141938638525755,0.731385699650776,FALSE
"1996","X1",-1.02273901302756,0.0890552749194902,-1.19728414450307,-0.848193881552047,TRUE
"1996","X2",2.25466893569226,0.196855583958762,1.86883908097748,2.64049879040703,TRUE
"1996","X3",0.780645524972832,0.222789842182493,0.343985458173783,1.21730559177188,TRUE
"1997","X1",-0.584910489070603,0.0890552743227478,-0.759455619376523,-0.410365358764682,TRUE
"1997","X2",1.22485198887466,0.196855578211784,0.839022145423756,1.61068183232556,TRUE
"1997","X3",0.893707965899233,0.22278983552419,0.45704791215022,1.33036801964825,TRUE
"1998","X1",1.06937425517568,0.0890552890790604,0.894829095947916,1.24391941440344,TRUE
"1998","X2",1.68336554850958,0.196855722985107,1.29753542130818,2.06919567571099,TRUE
"1998","X3",1.41118963197293,0.222790003893073,0.97452924822697,1.84785001571889,TRUE
"1999","X1",1.32404927985288,0.0890573531563847,1.14950007510791,1.49859848459786,TRUE
"1999","X2",0.77138585384985,0.196875975629121,0.385516032195587,1.15725567550411,TRUE
"1999","X3",0.571919168990639,0.222813562083994,0.135212612038931,1.00862572594235,TRUE
"2000","X1",-0.031701693037106,0.0893621902370821,-0.206848367481404,0.143444981407192,FALSE
"2000","X2",0.234031622938601,0.199690385997385,-0.157354341675174,0.625417587552377,FALSE
"2000","X3",0.380082422055033,0.226092582939334,-0.0630508976776973,0.823215741787764,FALSE
"2001","X1",-0.694151763152886,0.337178241366671,-1.35500897260212,-0.033294553703657,TRUE
"2001","X2",-0.15142150340835,0.573098173482657,-1.27467328304005,0.971830276223345,FALSE
"2001","X3",-0.609151873591784,0.57676870758952,-1.73959776787696,0.521294020693388,FALSE
"2002","X1",-0.640372409957366,0.0893621902370219,-0.815519084401546,-0.465225735513187,TRUE
"2002","X2",-0.634400450388644,0.199690385997363,-1.02578641500238,-0.243014485774911,TRUE
"2002","X3",-0.177662472304956,0.226092582939344,-0.620795792037707,0.265470847427794,FALSE
"2003","X1",0.465669722990045,0.0890573531563477,0.291120518245139,0.640218927734951,TRUE
"2003","X2",-0.873165216752653,0.19687597562911,-1.25903503840689,-0.487295395098412,TRUE
"2003","X3",-0.506304551432478,0.222813562083994,-0.943011108384187,-0.0695979944807699,TRUE
"2004","X1",1.60679772871484,0.0890552890790516,1.4322525694871,1.78134288794259,TRUE
"2004","X2",0.00709171435292398,0.196855722984781,-0.378738412847841,0.392921841553689,FALSE
"2004","X3",0.839080892826584,0.222790003892682,0.402420509081389,1.27574127657178,TRUE
"2005","X1",-0.570162860698359,0.0890552743178328,-0.744707990994646,-0.395617730402072,TRUE
"2005","X2",-0.337049424913771,0.196855578162991,-0.722879268269042,0.0487804184415004,FALSE
"2005","X3",-0.105915622521633,0.222789835467474,-0.542575676159486,0.330744431116219,FALSE
"2006","X1",0.269913981259238,0.0890552742122693,0.0953688511698517,0.444459111348624,TRUE
"2006","X2",0.194735379688161,0.196855577127533,-0.191094461637651,0.580565221013972,FALSE
