"Series","Trend","Estimate","CI_low","CI_high","p_value","significant","stars"
"Zone_NW_Bath_1000","X1",0.634689469666636,0.494913001235942,0.77446593809733,5.59983218444847e-19,TRUE,"***"
"Zone_NW_Bath_200","X1",0.559376722089976,0.425398539124695,0.693354905055257,2.76610096492785e-16,TRUE,"***"
"Zone_NW_Bath_400","X1",0.621420692526588,0.482761555422705,0.760079829630471,1.57961025762651e-18,TRUE,"***"
"Zone_NW_Bath_600","X1",0.621517719830162,0.482935219734702,0.760100219925623,1.49443098945758e-18,TRUE,"***"
"Zone_NW_Bath_800","X1",0.632426786505689,0.492850460569058,0.77200311244232,6.64484229487365e-19,TRUE,"***"
"Zone_SW_Bath_1000","X1",-0.0881307372232614,-0.298868698544503,0.12260722409798,0.41241105882201,FALSE,""
"Zone_SW_Bath_200","X1",-0.165452174048053,-0.384648587582777,0.0537442394866704,0.139032065448013,FALSE,""
"Zone_SW_Bath_400","X1",-0.15883510729101,-0.383746966402464,0.0660767518204438,0.166313428000099,FALSE,""
"Zone_SW_Bath_600","X1",-0.156268272928651,-0.379274470530888,0.0667379246735864,0.16962318812558,FALSE,""
"Zone_SW_Bath_800","X1",-0.127564114977646,-0.351570023692826,0.0964417937375333,0.264363901255415,FALSE,""
"Zone_S_Bath_1000","X1",-0.197449212240495,-0.361644517685616,-0.033253906795374,0.0184277766911928,TRUE,"*"
"Zone_S_Bath_200","X1",-0.352771112045193,-0.531746746679376,-0.173795477411011,0.000111911302074092,TRUE,"***"
"Zone_S_Bath_400","X1",-0.3527711120452,-0.531746746679384,-0.173795477411017,0.000111911302074066,TRUE,"***"
"Zone_S_Bath_600","X1",-0.376053751443476,-0.53317214192519,-0.218935360961762,2.7179314174887e-06,TRUE,"***"
"Zone_S_Bath_800","X1",-0.319489999888489,-0.463307436406635,-0.175672563370344,1.33642727830469e-05,TRUE,"***"
"Zone_NW_Bath_1000","X2",0,0,0,NA,FALSE,""
"Zone_NW_Bath_200","X2",-0.0595815454506259,-0.0851939332255785,-0.0339691576756733,5.12946141976802e-06,TRUE,"***"
"Zone_NW_Bath_400","X2",-0.0179967410664183,-0.0428925274494532,0.00689904531661655,0.156534195005275,FALSE,""
"Zone_NW_Bath_600","X2",-0.00994067916128168,-0.0340499192345071,0.0141685609119437,0.419016394808603,FALSE,""
"Zone_NW_Bath_800","X2",-0.00507998658331173,-0.0281268730083472,0.0179668998417238,0.665730823197944,FALSE,""
"Zone_SW_Bath_1000","X2",-0.400422440177342,-0.698297425381071,-0.102547454973614,0.00842097289839599,TRUE,"**"
"Zone_SW_Bath_200","X2",-0.483965941458965,-0.781757622211814,-0.186174260706117,0.00144604060996965,TRUE,"**"
"Zone_SW_Bath_400","X2",-0.493970611987663,-0.801271203110348,-0.186670020864978,0.00162965663053259,TRUE,"**"
"Zone_SW_Bath_600","X2",-0.482709375715993,-0.788978463909739,-0.176440287522246,0.00200770137045317,TRUE,"**"
"Zone_SW_Bath_800","X2",-0.48181278923353,-0.789371410452023,-0.174254168015038,0.00213754283318265,TRUE,"**"
"Zone_S_Bath_1000","X2",0.442230960150278,0.297274925661448,0.587186994639108,2.23898011765095e-09,TRUE,"***"
"Zone_S_Bath_200","X2",-0.0486914421726605,-0.317632138100983,0.220249253755662,0.722702338421161,FALSE,""
"Zone_S_Bath_400","X2",-0.048691442172659,-0.317632138100984,0.220249253755666,0.722702338421171,FALSE,""
"Zone_S_Bath_600","X2",0.0760811591511399,-0.148832746735439,0.300995065037719,0.507335075339128,FALSE,""
"Zone_S_Bath_800","X2",0.280740415702811,0.120309100377684,0.441171731027938,0.000604112623111685,TRUE,"***"
"Zone_NW_Bath_1000","X3",0,0,0,NA,FALSE,""
"Zone_NW_Bath_200","X3",0,0,0,NA,FALSE,""
"Zone_NW_Bath_400","X3",0.020320536735571,-0.001224714072214,0.041865787543356,0.0645225045128291,FALSE,""
"Zone_NW_Bath_600","X3",0.0157249403661223,-0.00647287809021735,0.037922758822462,0.165003408689676,FALSE,""
"Zone_NW_Bath_800","X3",0.000771012745086622,-0.0222123729911344,0.0237543984813077,0.947576878123005,FALSE,""
"Zone_SW_Bath_1000","X3",0.582719500001759,0.404806126937991,0.760632873065526,1.36751256415824e-10,TRUE,"***"
"Zone_SW_Bath_200","X3",0.565231055819139,0.360100026089171,0.770362085549107,6.64149931371222e-08,TRUE,"***"
"Zone_SW_Bath_400","X3",0.588806439471181,0.379551024140588,0.798061854801774,3.48819768359825e-08,TRUE,"***"
"Zone_SW_Bath_600","X3",0.587454647226265,0.381835718196589,0.793073576255941,2.14809627354254e-08,TRUE,"***"
"Zone_SW_Bath_800","X3",0.595091458153717,0.39053381855407,0.799649097753365,1.18511213141797e-08,TRUE,"***"
"Zone_S_Bath_1000","X3",0.0253056287182047,-0.254507263819551,0.305118521255961,0.859308414056369,FALSE,""
"Zone_S_Bath_200","X3",-0.47296575507542,-0.645596147806484,-0.300335362344356,7.88109388796776e-08,TRUE,"***"
"Zone_S_Bath_400","X3",-0.472965755075421,-0.645596147806486,-0.300335362344356,7.88109388796861e-08,TRUE,"***"
"Zone_S_Bath_600","X3",-0.341854371944572,-0.535207380760505,-0.148501363128639,0.000529680280689608,TRUE,"***"
"Zone_S_Bath_800","X3",-0.0857563949269082,-0.324506387711534,0.152993597857718,0.481434206719066,FALSE,""
