"","1981_09","1981_10","1981_11","1981_12","1982_01","1982_02","1982_03","1982_04","1982_05","1982_06","1982_07","1982_08","1982_09","1982_10","1982_11","1982_12","1983_01","1983_02","1983_03","1983_04","1983_05","1983_06","1983_07","1983_08","1983_09","1983_10","1983_11","1983_12","1984_01","1984_02","1984_03","1984_04","1984_05","1984_06","1984_07","1984_08","1984_09","1984_10","1984_11","1984_12","1985_01","1985_02","1985_03","1985_04","1985_05","1985_06","1985_07","1985_08","1985_09","1985_10","1985_11","1985_12","1986_01","1986_02","1986_03","1986_04","1986_05","1986_06","1986_07","1986_08","1986_09","1986_10","1986_11","1986_12","1987_01","1987_02","1987_03","1987_04","1987_05","1987_06","1987_07","1987_08","1987_09","1987_10","1987_11","1987_12","1988_01","1988_02","1988_03","1988_04","1988_05","1988_06","1988_07","1988_08","1988_09","1988_10","1988_11","1988_12","1989_01","1989_02","1989_03","1989_04","1989_05","1989_06","1989_07","1989_08","1989_09","1989_10","1989_11","1989_12","1990_01","1990_02","1990_03","1990_04","1990_05","1990_06","1990_07","1990_08","1990_09","1990_10","1990_11","1990_12","1991_01","1991_02","1991_03","1991_04","1991_05","1991_06","1991_07","1991_08","1991_09","1991_10","1991_11","1991_12","1992_01","1992_02","1992_03","1992_04","1992_05","1992_06","1992_07","1992_08","1992_09","1992_10","1992_11","1992_12","1993_01","1993_02","1993_03","1993_04","1993_05","1993_06","1993_07","1993_08","1993_09","1993_10","1993_11","1993_12","1994_01","1994_02","1994_03","1994_04","1994_05","1994_06","1994_07","1994_08","1994_09","1994_10","1994_11","1994_12","1995_01","1995_02","1995_03","1995_04","1995_05","1995_06","1995_07","1995_08","1995_09","1995_10","1995_11","1995_12","1996_01","1996_02","1996_03","1996_04","1996_05","1996_06","1996_07","1996_08","1996_09","1996_10","1996_11","1996_12","1997_01","1997_02","1997_03","1997_04","1997_05","1997_06","1997_07","1997_08","1997_09","1997_10","1997_11","1997_12","1998_01","1998_02","1998_03","1998_04","1998_05","1998_06","1998_07","1998_08","1998_09","1998_10","1998_11","1998_12","1999_01","1999_02","1999_03","1999_04","1999_05","1999_06","1999_07","1999_08","1999_09","1999_10","1999_11","1999_12","2000_01","2000_02","2000_03","2000_04","2000_05","2000_06","2000_07","2000_08","2000_09","2000_10","2000_11","2000_12","2001_01","2001_02","2001_03","2001_04","2001_05","2001_06","2001_07","2001_08","2001_09","2001_10","2001_11","2001_12","2002_01","2002_02","2002_03","2002_04","2002_05","2002_06","2002_07","2002_08","2002_09","2002_10","2002_11","2002_12","2003_01","2003_02","2003_03","2003_04","2003_05","2003_06","2003_07","2003_08","2003_09","2003_10","2003_11","2003_12","2004_01","2004_02","2004_03","2004_04","2004_05","2004_06","2004_07","2004_08","2004_09","2004_10","2004_11","2004_12","2005_01","2005_02","2005_03","2005_04","2005_05","2005_06","2005_07","2005_08","2005_09","2005_10","2005_11","2005_12","2006_01","2006_02","2006_03","2006_04","2006_05","2006_06","2006_07","2006_08","2006_09","2006_10","2006_11","2006_12","2007_01","2007_02","2007_03","2007_04","2007_05","2007_06","2007_07","2007_08","2007_09","2007_10","2007_11","2007_12","2008_01","2008_02","2008_03","2008_04","2008_05","2008_06","2008_07","2008_08","2008_09","2008_10","2008_11","2008_12","2009_01","2009_02","2009_03","2009_04","2009_05","2009_06","2009_07","2009_08","2009_09","2009_10","2009_11","2009_12","2010_01","2010_02","2010_03","2010_04","2010_05","2010_06","2010_07","2010_08","2010_09","2010_10","2010_11","2010_12","2011_01","2011_02","2011_03","2011_04","2011_05","2011_06","2011_07","2011_08","2011_09","2011_10","2011_11","2011_12","2012_01","2012_02","2012_03","2012_04","2012_05","2012_06","2012_07","2012_08","2012_09","2012_10","2012_11","2012_12","2013_01","2013_02","2013_03","2013_04","2013_05","2013_06","2013_07","2013_08","2013_09","2013_10","2013_11","2013_12","2014_01","2014_02","2014_03","2014_04","2014_05","2014_06","2014_07","2014_08","2014_09","2014_10","2014_11","2014_12","2015_01","2015_02","2015_03","2015_04","2015_05","2015_06","2015_07","2015_08","2015_09","2015_10","2015_11","2015_12","2016_01","2016_02","2016_03","2016_04","2016_05","2016_06","2016_07","2016_08","2016_09","2016_10","2016_11","2016_12","2017_01","2017_02","2017_03","2017_04","2017_05","2017_06","2017_07","2017_08","2017_09","2017_10","2017_11","2017_12","2018_01","2018_02","2018_03","2018_04","2018_05","2018_06","2018_07","2018_08","2018_09","2018_10","2018_11","2018_12","2019_01","2019_02","2019_03","2019_04","2019_05","2019_06","2019_07","2019_08","2019_09","2019_10","2019_11","2019_12","2020_01","2020_02","2020_03","2020_04","2020_05","2020_06","2020_07","2020_08","2020_09","2020_10","2020_11","2020_12","2021_01","2021_02","2021_03","2021_04","2021_05","2021_06","2021_07","2021_08","2021_09","2021_10","2021_11","2021_12","2022_01","2022_02","2022_03","2022_04","2022_05","2022_06","2022_07","2022_08","2022_09","2022_10","2022_11","2022_12","2023_01","2023_02","2023_03","2023_04","2023_05","2023_06","2023_07","2023_08","2023_09","2023_10","2023_11","2023_12","2024_01","2024_02","2024_03","2024_04","2024_05","2024_06","2024_07","2024_08","2024_09","2024_10","2024_11","2024_12","2025_01","2025_02","2025_03","2025_04","2025_05","2025_06","2025_07","2025_08","2025_09","2025_10","2025_11","2025_12"
"Zone_NW_Bath_1000",0,0,0,0,0,4392613740.84099,0,0,0,0,3251664080.83327,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2704177485.2494,0,0,0,0,NA,0,0,0,0,0,NA,6761800157.97437,0,0,0,0,NA,0,0,6034207914.7698,4736208700.07838,0,0,0,NA,8374683609.20198,7984406599.70275,NA,NA,0,NA,NA,NA,NA,0,6579059303.15841,5460328387.78478,NA,NA,NA,NA,0,NA,1003016091.08456,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099598580.52825,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,5675122889.14754,0,0,0,0,NA,NA,0,6738302857.72534,0,0,0,NA,5994356941.32156,3186432000.82486,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,828315482.117356,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,3026191299.25295,4874295292.95869,0,0,0,5807066105.45938,0,0,0,0,NA,NA,NA,0,0,0,0,0,6740024122.10306,NA,0,0,0,0,3074691430.09824,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4635993498.52964,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5906185178.07397,NA,NA,NA,NA,NA,NA,0,0,0,4993334122.77205,NA,0,0,0,0,4969044897.61651,NA,NA,2224084090.7365,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,1294233088.73445,2175480975.985,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,7314695283.11173,NA,0,4369457082.25206,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3226463143.42601,NA,NA,3082671102.63263,8106142877.04188,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,4211537000.33334,0,0,5275372684.0018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,5254906051.37723,0,0,NA,0,0,0,NA,NA,0,0,1721563486.79237,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546703264.93062,NA,NA,NA,NA,NA,NA,NA,NA,4906977682.41608,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172402367.63823,0,0,0,NA,0
"Zone_NW_Bath_200",0,0,0,0,0,4392613740.84099,0,0,0,0,3251664080.83327,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2704177485.2494,0,0,0,0,NA,0,0,0,0,0,NA,6761800157.97437,0,0,0,0,NA,0,0,6034207914.7698,4736208700.07838,0,0,0,NA,8374683609.20198,5501910528.01865,7848807875.27686,NA,0,NA,NA,NA,NA,0,6579059303.15841,5460328387.78478,NA,NA,NA,NA,0,NA,1003016091.08456,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,6738302857.72534,0,0,0,NA,5994356941.32156,3186432000.82486,0,NA,NA,NA,NA,0,5196417368.05113,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,3026191299.25295,4874295292.95869,0,0,0,5807066105.45938,0,0,0,0,NA,NA,NA,0,0,0,0,0,6740024122.10306,NA,0,0,0,0,3074691430.09824,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4635993498.52964,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5906185178.07397,NA,NA,NA,NA,NA,NA,0,0,0,4993334122.77205,NA,0,0,0,0,0,NA,NA,2224084090.7365,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,1294233088.73445,2175480975.985,0,0,NA,NA,NA,0,NA,NA,0,0,0,6911152320.00393,NA,0,NA,NA,NA,0,0,996486941.919488,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3226463143.42601,NA,4556986027.49555,870757764.870919,8106142877.04188,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,4211537000.33334,0,0,5275372684.0018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,0,NA,4551159928.3799,0,0,1721563486.79237,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1665256911.17777,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
"Zone_NW_Bath_400",0,0,0,0,0,4392613740.84099,0,0,0,0,3251664080.83327,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2704177485.2494,0,0,0,0,NA,0,0,0,0,0,NA,6761800157.97437,0,0,0,0,NA,0,0,6034207914.7698,4736208700.07838,0,0,0,NA,8374683609.20198,5501910528.01865,NA,NA,0,NA,NA,NA,NA,0,6579059303.15841,5460328387.78478,NA,NA,NA,NA,0,NA,1003016091.08456,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,2817314289.17127,0,0,0,0,NA,NA,0,6738302857.72534,0,0,0,NA,5994356941.32156,3186432000.82486,0,NA,NA,NA,NA,0,5196417368.05113,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,828315482.117356,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,3026191299.25295,4874295292.95869,0,0,0,5807066105.45938,0,0,0,0,NA,NA,NA,0,0,0,0,0,6740024122.10306,NA,0,0,0,0,3074691430.09824,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4635993498.52964,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5906185178.07397,NA,NA,NA,NA,NA,NA,0,0,0,4993334122.77205,NA,0,0,0,0,4969044897.61651,NA,NA,2224084090.7365,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,1294233088.73445,2175480975.985,0,0,NA,NA,NA,0,NA,NA,0,0,0,7896395798.5523,NA,0,NA,NA,NA,0,0,996486941.919488,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3226463143.42601,NA,9815464183.86927,1780694340.75334,8106142877.04188,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,4211537000.33334,0,0,5275372684.0018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,5254906051.37723,0,0,NA,0,0,0,NA,NA,0,0,1721563486.79237,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6214035072.91926,1172402367.63823,0,0,0,3781851821.09037,0
"Zone_NW_Bath_600",0,0,0,0,0,4392613740.84099,0,0,0,0,3251664080.83327,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2704177485.2494,0,0,0,0,NA,0,0,0,0,0,NA,6761800157.97437,0,0,0,0,NA,0,0,6034207914.7698,4736208700.07838,0,0,0,NA,8374683609.20198,5501910528.01865,NA,NA,0,NA,NA,NA,NA,0,6579059303.15841,5460328387.78478,NA,NA,NA,NA,0,NA,1003016091.08456,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,5675122889.14754,0,0,0,0,NA,NA,0,6738302857.72534,0,0,0,NA,5994356941.32156,3186432000.82486,0,NA,NA,NA,NA,0,5196417368.05113,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,828315482.117356,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,3026191299.25295,4874295292.95869,0,0,0,5807066105.45938,0,0,0,0,NA,NA,NA,0,0,0,0,0,6740024122.10306,NA,0,0,0,0,3074691430.09824,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4635993498.52964,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5906185178.07397,NA,NA,NA,NA,NA,NA,0,0,0,4993334122.77205,NA,0,0,0,0,4969044897.61651,NA,NA,2224084090.7365,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,1294233088.73445,2175480975.985,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,2825904457.7039,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3226463143.42601,NA,NA,2449004569.56319,8106142877.04188,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,4211537000.33334,0,0,5275372684.0018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,5254906051.37723,0,0,NA,0,0,0,NA,NA,0,0,1721563486.79237,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172402367.63823,0,0,0,NA,0
"Zone_NW_Bath_800",0,0,0,0,0,4392613740.84099,0,0,0,0,3251664080.83327,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2704177485.2494,0,0,0,0,NA,0,0,0,0,0,NA,6761800157.97437,0,0,0,0,NA,0,0,6034207914.7698,4736208700.07838,0,0,0,NA,8374683609.20198,5501910528.01865,NA,NA,0,NA,NA,NA,NA,0,6579059303.15841,5460328387.78478,NA,NA,NA,NA,0,NA,1003016091.08456,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099598580.52825,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,5675122889.14754,0,0,0,0,NA,NA,0,6738302857.72534,0,0,0,NA,5994356941.32156,3186432000.82486,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,828315482.117356,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,3026191299.25295,4874295292.95869,0,0,0,5807066105.45938,0,0,0,0,NA,NA,NA,0,0,0,0,0,6740024122.10306,NA,0,0,0,0,3074691430.09824,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4635993498.52964,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5906185178.07397,NA,NA,NA,NA,NA,NA,0,0,0,4993334122.77205,NA,0,0,0,0,4969044897.61651,NA,NA,2224084090.7365,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,1294233088.73445,2175480975.985,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,5474581358.21035,NA,0,4369457082.25206,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3226463143.42601,NA,NA,2449004569.56319,8106142877.04188,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,4211537000.33334,0,0,5275372684.0018,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,5254906051.37723,0,0,NA,0,0,0,NA,NA,0,0,1721563486.79237,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1172402367.63823,0,0,0,NA,0
"Zone_SW_Bath_1000",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8032718739.89367,0,0,4914917160.76198,0,0,0,0,0,0,0,0,0,0,9687801341.77094,5102705227.12517,0,0,0,0,3432069753.48023,0,4134560361.66231,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,9684493421.63575,0,NA,0,0,NA,3305869616.44371,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,9169942304.08383,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3562409683.18315,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,NA,0,6222059834.54859,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6723570543.24781,0,0,0,NA,NA,NA,631606023.613865,0,0,0,0,NA,NA,2346267274.52466,0,0,0,0,0,0,0,6395663713.68487,NA,NA,7792730683.66468,0,0,0,0,0,0,0,NA,548638708.094466,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,3260020718.66853,5946219805.67599,9907128774.80847,0,0,0,3442152839.53465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6590712729.85745,NA,0,NA,NA,NA,NA,NA,NA,3522419089.55243,0,0,3992999498.82152,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,3402715327.01776,NA,NA,NA,7977333524.69013,4251211480.53169,0,9192238863.99855,0,0,0,NA,NA,NA,NA,NA,NA,0,0,4380734233.56744,NA,0,0,0,0,1899292122.07263,1053713651.64044,0,0,0,NA,NA,NA,6034018718.46058,0,0,0,0,0,0,0,NA,4044648479.22435,NA,NA,0,0,0,0,0,0,4973942873.93327,0,0,7530492929.98459,NA,NA,NA,0,0,0,0,7311509491.43007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7991099576.69575,NA,NA,NA,0,5819986322.47161,NA,7705795981.04298,0,0,NA,NA,NA,0,4523843899.94637,0,1140284736.62146,NA,NA,0,0,0,0,0,0,5012814253.69714,0,NA,NA,0,0,0,8448628703.6911,8033338571.08302,0,0,0,6099495728.87583,0,0,0,0,0,589644877.992598,NA,0,0,NA,NA,NA,NA,0,4405418895.36663,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,2525845224.71196,0,0,NA,NA,NA,3612140580.62175,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8934075276.26861,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3955667309.86568,0,0,NA,NA,NA,NA,1015063091.44869,NA,NA,NA,NA,NA,NA,0,783559214.471202,NA,0
"Zone_SW_Bath_200",0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,7284993403.77065,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8032718739.89367,0,0,4914917160.76198,0,0,0,0,0,0,0,0,0,0,9687801341.77094,5102705227.12517,0,0,0,0,3432069753.48023,0,4134560361.66231,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,9684493421.63575,0,9550103715.04221,0,0,8086960181.11602,1489493172.98207,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,4357807786.49951,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3562409683.18315,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4758976212.17111,0,0,9580665898.51279,NA,0,0,0,0,0,NA,0,6222059834.54859,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,6723570543.24781,0,0,0,NA,NA,NA,631606023.613865,0,0,0,0,NA,NA,2346267274.52466,0,0,0,0,0,0,0,2593357002.4641,NA,NA,6010664715.83991,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,2505190513.57527,5946219805.67599,9907128774.80847,0,0,0,1350289221.73911,4972276450.25114,NA,NA,NA,NA,NA,NA,NA,NA,4054963429.62193,0,0,0,0,0,6590712729.85745,NA,0,8610709960.13028,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,1830287352.03493,NA,NA,NA,5535418992.31674,0,0,9192238863.99855,0,0,0,NA,NA,NA,NA,NA,NA,0,0,4380734233.56744,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,6034018718.46058,0,0,0,0,0,0,0,NA,4044648479.22435,NA,NA,0,0,0,0,0,0,4973942873.93327,0,0,6598437555.49985,NA,NA,NA,0,0,0,0,2606311385.48236,NA,NA,NA,NA,6667295412.0998,NA,NA,NA,NA,NA,0,0,0,7991099576.69575,NA,NA,NA,0,5819986322.47161,NA,7705795981.04298,0,0,NA,NA,NA,0,4523843899.94637,0,1140284736.62146,NA,9042600348.92474,0,0,0,0,0,0,5012814253.69714,0,NA,NA,0,0,0,8448628703.6911,2556913017.15484,0,0,0,0,0,0,0,0,0,0,9381055902.59798,0,0,NA,NA,NA,0,0,0,915698866.954601,NA,0,0,0,NA,5656313620.20598,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,769479437.458571,NA,NA,0,NA,NA,NA,NA,NA,4882708858.77942,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3955667309.86568,0,0,NA,NA,NA,NA,502709973.146403,NA,NA,9566753144.56689,NA,NA,NA,0,0,5128494910.02749,0
