"m","R_structure","AICc","logLik","converged","degenerate","min_R_variance","min_Q_variance","degenerate_R_series","degenerate_Q_trend","delta_AICc","AICc_support"
3,"diagonal and unequal",152.601871389649,-479.710954472656,FALSE,TRUE,-4.21749415700663e-11,1,"Zone_S_Bath_200; Zone_S_Bath_400",NA,0,"Strong support"
3,"equalvarcov",1150.71864461346,-528.216465163871,TRUE,FALSE,0.44458293956822,1,NA,NA,998.116773223807,"No support"
2,"diagonal and unequal",1258.46414779083,-582.08921675256,TRUE,FALSE,0.0202319626631304,1,NA,NA,1105.86227640119,"No support"
2,"equalvarcov",1277.66876121459,-606.291612333578,TRUE,FALSE,0.514111412538262,1,NA,NA,1125.06688982494,"No support"
3,"diagonal and equal",1312.81851518445,-610.410842378278,TRUE,FALSE,0.170820143977337,1,NA,NA,1160.2166437948,"No support"
1,"equalvarcov",1536.28084946748,-750.67467130908,TRUE,FALSE,0.691735183125277,1,NA,NA,1383.67897807783,"No support"
1,"diagonal and unequal",1538.22912383457,-737.670462538401,TRUE,FALSE,0.0280663780636758,1,NA,NA,1385.62725244492,"No support"
2,"diagonal and equal",1582.04012763219,-759.575964437211,TRUE,FALSE,0.362028450850486,1,NA,NA,1429.43825624254,"No support"
1,"diagonal and equal",1734.3740494227,-850.77365085117,TRUE,FALSE,0.606178061952375,1,NA,NA,1581.77217803306,"No support"
