season,Year,NW,SW,S
DJF,1981,0,0,0
DJF,1982,20.7703760871811,0,0
DJF,1983,25.469341840117323,0,0
DJF,1984,0,0,0
DJF,1985,0,0,0
DJF,1986,0,0,0
DJF,1987,0,0,0
DJF,1988,0,0,0
DJF,1989,81.60583188238273,36.75873346346514,0
DJF,1990,52.69028501841911,34.6907722508293,0
DJF,1991,0,0,0
DJF,1992,0,0,0
DJF,1993,0,0,0
DJF,1994,31.578033598233084,14.64038109256418,11.422984688438152
DJF,1995,53.86695158266727,16.693513483458602,22.658823945451026
DJF,1996,50.74868856371068,13.293975560578648,11.048693825587431
DJF,1997,52.576787329265095,15.413059623136736,0
DJF,1998,53.418949761859885,15.965041071412895,11.048693825587442
DJF,1999,0,0,0
DJF,2000,0,0,0
DJF,2001,0,0,0
DJF,2002,45.63851405313034,32.80290507107324,11.797275551288916
DJF,2003,0,0,0
DJF,2004,0,0,11.048693825587446
DJF,2005,0,0,0
DJF,2006,26.53740667254356,11.79727555128887,11.23583925701281
DJF,2007,58.28472365853293,14.715268481057322,21.947671306034586
DJF,2008,51.82056471803873,30.094690784264692,22.14417400903123
DJF,2009,31.949888545955297,0,0
DJF,2010,0,13.481124554170151,11.797275551288948
DJF,2011,48.50484393607174,30.472253298559934,11.797275551288916
DJF,2012,0,0,0
DJF,2013,0,0,0
DJF,2014,0,0,0
DJF,2015,25.842376436554808,15.965041071412895,11.048693825587442
DJF,2016,83.8431516119033,43.14589894599072,33.52037233961308
DJF,2017,0,18.528870290793662,0
DJF,2018,0,0,0
DJF,2019,0,12.35859954720284,11.797275551288887
DJF,2020,55.74697219747179,33.692865454562686,32.58464518248623
DJF,2021,0,0,0
DJF,2022,26.010627011594224,15.444302492098071,11.048693825587442
DJF,2023,74.65500562553007,34.04488374504076,11.123551998157591
DJF,2024,79.4167838331969,35.5622905032344,23.594551102577864
DJF,2025,53.12676625632411,36.06005235468239,11.235839257012827
MAM,1982,0,0,11.23583925701281
MAM,1983,0,13.721527752366583,10.95512110987475
MAM,1984,0,0,0
MAM,1985,0,0,0
MAM,1986,0,0,0
MAM,1987,25.107855331951875,31.447173976930408,11.048693825587442
MAM,1988,28.152857945252364,0,0
MAM,1989,52.667652841965555,14.603392907260858,0
MAM,1990,52.936141677265724,34.44037072634329,23.594551102577835
MAM,1991,0,0,0
MAM,1992,0,0,0
MAM,1993,0,0,0
MAM,1994,0,0,0
MAM,1995,31.949888545955382,13.240501366936662,11.123551998157591
MAM,1996,29.718171834988887,0,0
MAM,1997,79.74068062260645,45.04243221760389,21.966385849177133
MAM,1998,25.245973675193937,33.29292575939145,11.011264739302366
MAM,1999,0,16.286151202622094,11.04869382558746
MAM,2000,25.466197517633525,35.56089278526948,21.910242219749517
MAM,2001,28.042823112782884,0,0
MAM,2002,24.89670898112069,15.965041071412895,11.048693825587442
MAM,2003,30.83432370278834,0,0
MAM,2004,0,0,0
MAM,2005,25.248119263556312,0,0
MAM,2006,24.523416876734338,32.569821968758326,0
MAM,2007,27.129180976309208,0,0
MAM,2008,23.383199611129406,0,0
MAM,2009,0,0,0
MAM,2010,56.71316135159852,44.892990899429506,21.72309678832413
MAM,2011,57.58383005011191,31.859159375389954,33.791733215179875
MAM,2012,58.71552308672414,0,10.898977480447154
MAM,2013,0,0,22.8459693768764
MAM,2014,55.763156550825364,11.79727555128887,11.048693825587442
MAM,2015,0,30.701796358082913,11.048693825587442
MAM,2016,0,0,0
MAM,2017,84.58638695140922,29.130539781571198,22.84596937687633
MAM,2018,0,0,0
MAM,2019,0,0,0
MAM,2020,55.93030022839164,16.45376255017549,22.84596937687639
MAM,2021,48.50043729181257,15.965041071412895,11.048693825587442
MAM,2022,0,17.03399684800238,11.048693825587453
MAM,2023,72.71527415621419,48.6678700320296,33.69147673405909
MAM,2024,49.72027208300246,15.965041071412895,11.048693825587442
MAM,2025,78.65706768770208,55.960463295498755,22.471678514025655
JJA,1982,20.77037608718115,0,0
JJA,1983,48.65168359287699,16.56621978811154,0
JJA,1984,22.31017393214548,0,0
JJA,1985,27.204267816996868,18.52904666896213,0
JJA,1986,0,0,0
JJA,1987,0,14.041803406155278,21.34880592547341
JJA,1988,61.66806038094411,0,11.797275551288887
JJA,1989,78.90931579057884,31.340805786252627,21.72309678832413
JJA,1990,48.8339921699384,30.61096790969749,21.91024221974952
JJA,1991,25.67623134003683,15.965041071412895,10.861548394162067
JJA,1992,0,0,0
JJA,1993,25.40679899310326,0,11.048693825587439
JJA,1994,49.61114440711385,18.902663921188598,0
JJA,1995,47.329066569265834,32.12910296588756,0
JJA,1996,0,26.624664483647823,22.09738765117488
JJA,1997,58.12769179199437,31.543250382582748,21.348805925473393
JJA,1998,0,0,0
JJA,1999,52.55362367055464,19.276281173415065,0
JJA,2000,45.58234769871796,45.58447725412523,10.95512110987475
JJA,2001,29.718171834988816,0,0
JJA,2002,0,0,0
JJA,2003,26.922599861521668,35.636149047348816,21.910242219749502
JJA,2004,79.68074536367477,33.97283018495524,0
JJA,2005,74.44434315649382,46.56511393127407,33.065876291865706
JJA,2006,52.21492129176291,49.579995083509715,33.84119307919944
JJA,2007,52.16248221155309,19.08947254730183,0
JJA,2008,27.901585001150828,0,11.797275551288948
JJA,2009,46.5946825170403,35.61493949705443,22.003814935462202
JJA,2010,51.744307450469144,15.164460249298319,34.00160344899262
JJA,2011,0,18.52904666896213,11.048693825587453
JJA,2012,51.23162256797688,19.08947254730183,0
JJA,2013,50.70719602897374,26.58686580806724,21.99445766389093
JJA,2014,54.61165263820222,18.529046668962124,0
JJA,2015,74.86998728727731,47.73416450440391,10.6744029627367
JJA,2016,25.82430642985917,45.86326760522233,22.311268144232457
JJA,2017,21.143736832085622,27.708798267500235,22.172245823745033
JJA,2018,28.302297575287035,18.52904666896213,0
JJA,2019,29.717331148596266,0,0
JJA,2020,27.877117297979865,29.39339301443286,11.048693825587442
JJA,2021,29.718171834988887,0,0
JJA,2022,77.55251272816041,17.532089025756783,11.23583925701281
JJA,2023,50.32723494132927,33.020481960794825,22.79249925361194
JJA,2024,0,17.407842155945865,0
JJA,2025,25.807262947142156,43.434276811989044,32.84664878648172
SON,1981,0,14.182247547902783,10.67440296273669
SON,1982,0,0,11.348126515868042
SON,1983,26.183519313376117,15.724684924512228,22.792499253612
SON,1984,0,0,0
SON,1985,0,11.79727555128887,23.594551102577896
SON,1986,24.72076045388247,35.37628656839979,0
SON,1987,23.678244569567255,14.449996396532914,11.048693825587442
SON,1988,23.939554682599272,17.086927559572963,0
SON,1989,20.770376087181127,14.22895682357267,11.123551998157577
SON,1990,0,15.572240944801514,0
SON,1991,27.201765914654196,17.407842155945787,10.955121109874757
SON,1992,0,0,0
SON,1993,0,0,0
SON,1994,0,0,0
SON,1995,22.636538699446014,30.701253235963254,22.391473329129017
SON,1996,0,0,0
SON,1997,84.94430219298705,27.522437474885407,22.391473329129028
SON,1998,0,0,0
SON,1999,27.484017618764575,14.790415354606704,0
SON,2000,0,0,0
