x,seasonal,trend,remainder,remainder_l1,remainder_l2,anomaly,observed,Zone
1981.6666666666667,1.5990269813291879e-4,-0.0010891346122722675,9.292319141393486e-4,-0.02634786422980421,0.02749894162899872,No,-5.421010862427522e-20,NW
1981.75,-8.084640912269113e-5,-0.0010831042993753493,0.0011639507084980404,-0.02634786422980421,0.02749894162899872,No,-2.710505431213761e-20,NW
1981.8333333333335,0.0026878328702600466,-0.001077073986478431,-0.0016107588837816155,-0.02634786422980421,0.02749894162899872,No,0,NW
1981.9166666666667,-0.0035135043156809044,-0.0010710436735815129,0.004584547989262417,-0.02634786422980421,0.02749894162899872,No,0,NW
1982,0.006262434202206722,-0.0010650133606845947,-0.0051974208415221275,-0.02634786422980421,0.02749894162899872,No,-8.673617379884035e-19,NW
1982.0833333333335,7.196784476510281e-4,-0.0010589830477876765,6.0003393046001365,-0.02634786422980421,0.02749894162899872,No,6,NW
1982.1666666666667,-0.004725446967659735,-0.0010529527348907583,0.0057783997025504935,-0.02634786422980421,0.02749894162899872,No,0,NW
1982.25,0.006592115063604773,-0.00104692242199384,-0.005545192641610934,-0.02634786422980421,0.02749894162899872,No,0,NW
1982.3333333333335,5.57932540411809e-4,-0.0010408921090969217,4.829595686851127e-4,-0.02634786422980421,0.02749894162899872,No,0,NW
1982.4166666666667,0.005101960145460278,-0.0010348617962000035,-0.004067098349260275,-0.02634786422980421,0.02749894162899872,No,0,NW
1982.5,-0.008924039232462072,-0.0010288314833030853,5.0099528707157654,-0.02634786422980421,0.02749894162899872,No,5,NW
1982.5833333333335,-0.004838020021766385,-0.001022801170406167,0.005860821192172552,-0.02634786422980421,0.02749894162899872,No,0,NW
1982.6666666666667,1.5990269813291879e-4,-0.001016770857509249,8.568681593763301e-4,-0.02634786422980421,0.02749894162899872,No,-5.421010862427522e-20,NW
1982.75,-8.084640912269113e-5,-0.0010107405446123307,0.0010915869537350218,-0.02634786422980421,0.02749894162899872,No,-2.710505431213761e-20,NW
1982.8333333333335,0.0026878328702600466,-0.0010047102317154125,-0.001683122638544634,-0.02634786422980421,0.02749894162899872,No,0,NW
1982.9166666666667,-0.0035135043156809044,-9.995706512373752e-4,0.0045130749669182795,-0.02634786422980421,0.02749894162899872,No,0,NW
1983,0.006262434202206722,-9.94431070759338e-4,-0.005268003131447384,-0.02634786422980421,0.02749894162899872,No,0,NW
1983.0833333333335,7.196784476510281e-4,-9.892914902813008e-4,2.696130426302727e-4,-0.02634786422980421,0.02749894162899872,No,0,NW
1983.1666666666667,-0.004725446967659735,-9.841519098032637e-4,0.005709598877462999,-0.02634786422980421,0.02749894162899872,No,0,NW
1983.25,0.006592115063604773,-9.790123293252264e-4,-0.005613102734279547,-0.02634786422980421,0.02749894162899872,No,0,NW
1983.3333333333335,5.57932540411809e-4,-9.738727488471892e-4,4.1594020843538023e-4,-0.02634786422980421,0.02749894162899872,No,0,NW
1983.4166666666667,0.005101960145460278,-9.68733168369152e-4,-0.004133226977091126,-0.02634786422980421,0.02749894162899872,No,0,NW
1983.5,-0.008924039232462072,-9.635935878911147e-4,7.724173347106068,-0.02634786422980421,0.02749894162899872,Yes,7.714285714285714,NW
1983.5833333333335,-0.004838020021766385,-9.584540074130775e-4,7.50579647402918,-0.02634786422980421,0.02749894162899872,Yes,7.5,NW
1983.6666666666667,1.5990269813291879e-4,-9.533144269350403e-4,7.934117288021215e-4,-0.02634786422980421,0.02749894162899872,No,-5.421010862427522e-20,NW
1983.75,-8.084640912269113e-5,-9.481748464570031e-4,0.0010290212555796943,-0.02634786422980421,0.02749894162899872,No,8.131516293641283e-20,NW
1983.8333333333335,0.0026878328702600466,-9.430352659789658e-4,12.786133990274507,-0.02634786422980421,0.02749894162899872,Yes,12.787878787878787,NW
1983.9166666666667,-0.0035135043156809044,-9.378956855009286e-4,5.004451400001182,-0.02634786422980421,0.02749894162899872,No,5,NW
1984,0.006262434202206722,-9.327561050228914e-4,-0.0053296780971838304,-0.02634786422980421,0.02749894162899872,No,0,NW
1984.0833333333335,7.196784476510281e-4,-9.292181226708899e-4,2.0953967501986185e-4,-0.02634786422980421,0.02749894162899872,No,0,NW
1984.1666666666667,-0.004725446967659735,-9.256801403188886e-4,0.005651127107978623,-0.02634786422980421,0.02749894162899872,No,0,NW
1984.25,0.006592115063604773,-9.221421579668871e-4,-0.005669972905637886,-0.02634786422980421,0.02749894162899872,No,0,NW
1984.3333333333335,5.57932540411809e-4,-9.186041756148856e-4,3.606716352030767e-4,-0.02634786422980421,0.02749894162899872,No,0,NW
1984.4166666666667,0.005101960145460278,-9.150661932628842e-4,-0.004186893952197394,-0.02634786422980421,0.02749894162899872,No,0,NW
1984.5,-0.008924039232462072,-9.115282109108828e-4,7.759835567443373,-0.02634786422980421,0.02749894162899872,Yes,7.75,NW
1984.5833333333335,-0.004838020021766385,-9.079902285588814e-4,0.005746010250325266,-0.02634786422980421,0.02749894162899872,No,0,NW
1984.6666666666667,1.5990269813291879e-4,-9.044522462068799e-4,7.445495480739612e-4,-0.02634786422980421,0.02749894162899872,No,5.421010862427522e-20,NW
1984.75,-8.084640912269113e-5,-9.009142638548785e-4,9.817606729775696e-4,-0.02634786422980421,0.02749894162899872,No,-2.710505431213761e-20,NW
1984.8333333333335,0.0026878328702600466,-8.973762815028771e-4,-0.0017904565887571695,-0.02634786422980421,0.02749894162899872,No,0,NW
1984.9166666666667,-0.0035135043156809044,-8.938382991508756e-4,0.00440734261483178,-0.02634786422980421,0.02749894162899872,No,0,NW
