"TimeLabel","Trend","Estimate","SE","CI_low","CI_high","significant"
"1981_Autumn","X1",0.0634967106254811,0.201763584993408,-0.331952649353284,0.458946070604246,FALSE
"1981_Autumn","X2",-0.155474224520809,0.529835221904782,-1.19393217719497,0.882983728153351,FALSE
"1981_Autumn","X3",0.233350439573791,0.668827815589013,-1.07752799083927,1.54422886998685,FALSE
"1982_Winter","X1",-0.157951652161971,0.598970527506807,-1.33191231387627,1.01600900955233,FALSE
"1982_Winter","X2",-0.157050189616547,0.806257061654588,-1.73728499274063,1.42318461350754,FALSE
"1982_Winter","X3",0.299151647869191,0.946880800146564,-1.55670061807054,2.15500391380892,FALSE
"1982_Spring","X1",0.122010597315709,0.63463311155432,-1.12184744472735,1.36586863935877,FALSE
"1982_Spring","X2",-0.09069550682575,0.588619354227007,-1.24436824171391,1.06297722806241,FALSE
"1982_Spring","X3",0.385318061792031,0.869550805942863,-1.31897020058376,2.08960632416782,FALSE
"1982_Summer","X1",-0.231798775912619,0.213131450694497,-0.649528743246608,0.18593119142137,FALSE
"1982_Summer","X2",0.311791384038602,0.529349009285588,-0.725713609413109,1.34929637749031,FALSE
"1982_Summer","X3",0.404975496532699,0.787531856830754,-1.13855857953353,1.94850957259893,FALSE
"1983_Winter","X1",0.178782219580993,0.169859921320517,-0.154137108624028,0.511701547786014,FALSE
"1983_Winter","X2",0.0097199441555948,0.438311796030603,-0.849355390063454,0.868795278374643,FALSE
"1983_Winter","X3",0.0395810086758615,0.532087956740327,-1.00329222314269,1.08245424049441,FALSE
"1983_Summer","X1",0.557101355495054,0.486382957132231,-0.396191723178207,1.51039443416831,FALSE
"1983_Summer","X2",0.436107816257799,0.647460744183479,-0.832891923745321,1.70510755626092,FALSE
"1983_Summer","X3",0.0987300385442768,0.283722602900482,-0.457356044740628,0.654816121829181,FALSE
"1983_Autumn","X1",0.837237093013123,0.0832098214732448,0.674148839765555,1.00032534626069,TRUE
"1983_Autumn","X2",1.40777568239947,0.257010698429604,0.90404396983596,1.91150739496298,TRUE
"1983_Autumn","X3",-2.54452975720709,0.146035965023525,-2.83075498910075,-2.25830452531343,TRUE
"1984_Summer","X1",0.127841468149556,0.563647896487528,-0.976888108927759,1.23257104522687,FALSE
"1984_Summer","X2",0.600803506757751,0.701921052893878,-0.774936476904683,1.97654349042019,FALSE
"1984_Summer","X3",-1.17059003489521,0.710719309777633,-2.56357428517653,0.222394215386121,FALSE
"1985_Summer","X1",-0.041065527835302,0.0827237583213048,-0.203201114810855,0.121070059140251,FALSE
"1985_Summer","X2",-0.169806119776043,0.254530742491726,-0.668677208018064,0.329064968465979,FALSE
"1985_Summer","X3",0.21047646121064,0.146340458867646,-0.0763455676510116,0.497298490072292,FALSE
"1985_Autumn","X1",0.0508761932051589,0.16033164585636,-0.263368058255337,0.365120444665655,FALSE
"1985_Autumn","X2",-0.2196112613215,0.402552526075183,-1.00859971431448,0.569377191671479,FALSE
"1985_Autumn","X3",0.322048643646566,0.480710102144339,-0.620125843560908,1.26422313085404,FALSE
"1986_Summer","X1",-0.0357467215464824,0.514787691206908,-1.04471205599655,0.973218612903583,FALSE
"1986_Summer","X2",-0.361526375617461,0.711740281376544,-1.75651169346189,1.03345894222697,FALSE
"1986_Summer","X3",0.484597632029684,0.291523775314782,-0.0867784682244357,1.0559737322838,FALSE
"1986_Autumn","X1",-0.17857274290298,0.6404436187373,-1.43381916975659,1.07667368395063,FALSE
"1986_Autumn","X2",-0.328660685885146,0.728480678158521,-1.75645657850916,1.09913520673887,FALSE
"1986_Autumn","X3",0.336962084058412,0.567452827643829,-0.775225021048907,1.44914918916573,FALSE
"1987_Winter","X1",-0.112217069575688,0.083352244342032,-0.275584466516653,0.0511503273652777,FALSE
"1987_Winter","X2",-0.258195245826396,0.257593528152742,-0.763069283656375,0.246678792003584,FALSE
"1987_Winter","X3",0.370020185028588,0.146119872239013,0.083630498014529,0.656409872042647,TRUE
"1987_Spring","X1",-0.274620412218905,0.61080707014135,-1.47178027119838,0.922539446760572,FALSE
"1987_Spring","X2",-0.0887132681249013,0.665240781801339,-1.39256124150279,1.21513470525299,FALSE
"1987_Spring","X3",0.0461786497346871,0.56393577346881,-1.05911515585792,1.15147245532729,FALSE
"1987_Summer","X1",-0.0785457307113295,0.0834070872574671,-0.242020617791355,0.0849291563686955,FALSE
"1987_Summer","X2",0.276218875075891,0.258375489109335,-0.230187778066327,0.782625528218109,FALSE
"1987_Summer","X3",-0.456249308794806,0.146784824052423,-0.743942277414604,-0.168556340175009,TRUE
"1988_Winter","X1",-0.406875349679004,0.595253337144833,-1.57355045216015,0.759799752802147,FALSE
"1988_Winter","X2",0.0725871033515573,0.801294954183418,-1.49792214784161,1.64309635454473,FALSE
"1988_Winter","X3",-0.338882958664477,0.853852114016167,-2.01240235025955,1.3346364329306,FALSE
