"m","R_structure","AICc","logLik","converged","degenerate","min_R_variance","min_Q_variance","degenerate_R_series","degenerate_Q_trend","delta_AICc","AICc_support"
3,"diagonal and unequal",-904.056086935026,114.359686150906,FALSE,TRUE,-6.705114753035e-10,1,"Zone_S_Bath_200; Zone_S_Bath_400",NA,0,"Strong support"
2,"diagonal and unequal",-772.309660482811,-33.3387654547327,FALSE,TRUE,-1.71253330112433e-09,1,"Zone_S_Bath_200; Zone_S_Bath_400",NA,131.746426452215,"No support"
3,"equalvarcov",93.8516380807004,0.487974063098059,FALSE,FALSE,0.717557497541275,1,NA,NA,997.907725015727,"No support"
2,"equalvarcov",325.908565415549,-130.281432792091,TRUE,FALSE,0.742792521661915,1,NA,NA,1229.96465235058,"No support"
3,"diagonal and equal",350.801815584383,-129.144453403207,FALSE,FALSE,0.0334460820383824,1,NA,NA,1254.85790251941,"No support"
1,"diagonal and unequal",477.6860166487,-207.277351758694,TRUE,FALSE,0.000129084722021269,1,NA,NA,1381.74210358373,"No support"
1,"equalvarcov",678.590246200884,-321.791004484297,TRUE,FALSE,0.840652791821965,1,NA,NA,1582.64633313591,"No support"
2,"diagonal and equal",706.749033598493,-321.80886023359,TRUE,FALSE,0.0907724527198022,1,NA,NA,1610.80512053352,"No support"
1,"diagonal and equal",1123.59537870199,-545.350320929944,TRUE,FALSE,0.254291868112988,1,NA,NA,2027.65146563702,"No support"
