Zone,Year,value_annual
NW,1981,0
NW,1982,124.62225652308675
NW,1983,3719.2096424763286
NW,1984,535.4441743714915
NW,1985,979.3536414118876
NW,1986,1329.789154564878
NW,1987,957.7621965103538
NW,1988,1758.6486557483981
NW,1989,6414.9653981057345
NW,1990,10624.372358231165
NW,1991,2618.6948723519295
NW,1992,0
NW,1993,1156.240073215303
NW,1994,1947.1133104277772
NW,1995,6097.310045200376
NW,1996,1524.277275877095
NW,1997,8574.871850233028
NW,1998,7928.485712412565
NW,1999,3984.810588761785
NW,2000,1853.180929465911
NW,2001,257.41145418166377
NW,2002,4967.098563778085
NW,2003,4471.262792973039
NW,2004,5573.834007393097
NW,2005,3058.3072235792006
NW,2006,10736.045481600826
NW,2007,3940.60023614741
NW,2008,5871.528011115424
NW,2009,6844.555325581642
NW,2010,4722.105444845382
NW,2011,7284.747273190592
NW,2012,6132.772858321067
NW,2013,4126.26285491641
NW,2014,8476.77975163485
NW,2015,6750.709298120661
NW,2016,6575.222835670666
NW,2017,3293.448223694949
NW,2018,1362.757906392883
NW,2019,713.2159475663104
NW,2020,6790.353751663803
NW,2021,6709.981192105091
NW,2022,12418.579972775955
NW,2023,13407.042787097407
NW,2024,9978.714953433879
NW,2025,9964.670030081148
SW,1981,424.6246864998801
SW,1982,0
SW,1983,1922.467192749879
SW,1984,0
SW,1985,146.56610666763936
SW,1986,160.03419294256136
SW,1987,1189.6084626180752
SW,1988,825.4595714753355
SW,1989,2486.792868420254
SW,1990,3858.20174873747
SW,1991,1024.3590290554428
SW,1992,0
SW,1993,0
SW,1994,1201.343952605997
SW,1995,3755.4528118209537
SW,1996,916.6649542643992
SW,1997,3777.4963499551964
SW,1998,2427.741464025457
SW,1999,748.0457165384305
SW,2000,1384.9041633197105
SW,2001,104.44705293567496
SW,2002,2897.7533965239777
SW,2003,1716.791720091907
SW,2004,1415.2035961760907
SW,2005,2806.970053433079
SW,2006,4335.069202842429
SW,2007,1283.9247710600828
SW,2008,2446.4103569017934
SW,2009,1962.702768387722
SW,2010,1978.0381663693713
SW,2011,4227.180403590493
SW,2012,1723.4293322995304
SW,2013,1342.9064801280133
SW,2014,2292.9842650684996
SW,2015,4372.006406573177
SW,2016,2411.140318508434
SW,2017,2394.1550106036716
SW,2018,449.9140289780117
SW,2019,212.3496123428543
SW,2020,2641.821365914255
SW,2021,1866.7507901263375
SW,2022,2975.2363704294357
SW,2023,5906.975133832952
SW,2024,3249.9415703462705
SW,2025,2230.5257836718906
S,1981,32.023208888210064
S,1982,591.5891200430854
S,1983,483.71334972264845
S,1984,0
S,1985,102.80686219594386
S,1986,0
S,1987,861.2549739241881
S,1988,35.39182665386666
S,1989,859.5821541213039
S,1990,426.40695918533595
S,1991,664.0759837146552
S,1992,0
S,1993,99.43824443028694
S,1994,166.8532799723637
S,1995,1451.1734562138183
S,1996,900.0132362942821
S,1997,1774.745119914561
S,1998,1243.8837672472996
S,1999,267.99024237042477
S,2000,466.86673123099854
S,2001,0
S,2002,524.1740845010082
S,2003,460.1310680907482
S,2004,332.036660146845
S,2005,611.8077576665518
S,2006,2292.2121028611746
S,2007,800.5772380568382
S,2008,1245.556458752977
S,2009,1085.468622823451
S,2010,1275.8792489851448
S,2011,2211.3174300586284
S,2012,310.1222245606056
S,2013,1661.8596183935654
S,2014,1422.5487742910589
S,2015,1725.9028272444455
S,2016,1815.232041788728
S,2017,2083.22125728304
S,2018,453.3904311932747
S,2019,306.75123230489964
S,2020,2310.784300218185
S,2021,847.8034168780364
S,2022,1648.406424812937
S,2023,2379.868401122654
S,2024,1243.8836389500932
S,2025,2445.639788106069
