"","X1","X2","X3"
"Zone_NW_Bath_1000",0.137493289434535,0,0
"Zone_NW_Bath_200",0.1535556037498,0.000138419996677913,0
"Zone_NW_Bath_400",0.123147012967803,0.00198024834712681,-0.037474288718495
"Zone_NW_Bath_600",0.123496556188826,0.00810155191014919,-0.0438557428548293
"Zone_NW_Bath_800",0.123213499745841,0.00557185295383108,-0.0394340453000631
"Zone_SW_Bath_1000",-0.1487604624812,0.510230763294785,0.392180364069824
"Zone_SW_Bath_200",0.193648442950206,0.801764228133304,0.202624008632117
"Zone_SW_Bath_400",-0.0382696599269295,0.798427459330194,0.0823194066871875
"Zone_SW_Bath_600",-0.119468457245884,0.772885411445865,0.0441069527058217
"Zone_SW_Bath_800",-0.140136948295692,0.671302698294569,0.207030594262638
"Zone_S_Bath_1000",-0.84420290326308,-0.205379914948867,0.538388710390182
"Zone_S_Bath_200",-0.701281836486114,-0.202231819341999,1.39996560305135
"Zone_S_Bath_400",-0.701281836486123,-0.202231819342001,1.39996560305136
"Zone_S_Bath_600",-0.757341901028318,-0.235798587874021,1.34525436609771
"Zone_S_Bath_800",-0.84181074929603,-0.224893564325639,0.832870702836933
