"m","R_structure","AICc","logLik","converged","degenerate","min_R_variance","min_Q_variance","degenerate_R_series","degenerate_Q_trend","delta_AICc","AICc_support"
3,"diagonal and unequal",-3319.45653729158,153.970484354554,FALSE,TRUE,-4.77207883138211e-09,1,"Zone_NW_Bath_600; Zone_S_Bath_200; Zone_S_Bath_400",NA,0,"Strong support"
2,"diagonal and unequal",-2162.7557919244,-401.034299596075,FALSE,TRUE,-3.46155396059159e-10,1,"Zone_NW_Bath_600; Zone_S_Bath_200; Zone_S_Bath_400",NA,1156.70074536718,"No support"
3,"equalvarcov",-40.7967104656433,65.1460893717944,FALSE,FALSE,0.80322025991963,1,NA,NA,3278.65982682593,"No support"
2,"equalvarcov",1128.7523345688,-533.003375101009,FALSE,FALSE,0.748965604832378,1,NA,NA,4448.20887186038,"No support"
3,"diagonal and equal",1219.45674816459,-566.014142296716,FALSE,FALSE,0.0226652822515393,1,NA,NA,4538.91328545617,"No support"
2,"diagonal and equal",2802.23440985404,-1370.7678435446,TRUE,FALSE,0.0771648277703525,1,NA,NA,6121.69094714562,"No support"
1,"equalvarcov",2987.21444073337,-1476.49282784332,TRUE,FALSE,0.751503013178038,1,NA,NA,6306.67097802495,"No support"
1,"diagonal and unequal",4174.08164999112,-2056.69146361314,TRUE,FALSE,0.0104423980754121,1,NA,NA,7493.5381872827,"No support"
1,"diagonal and equal",5073.99522724276,-2520.89596937624,TRUE,FALSE,0.272902453490866,1,NA,NA,8393.45176453434,"No support"
