Zone,Year,activity_total,events_total,area_total_km2,intensity_mean_degC,duration_mean_days
NW,1981,0,0,0,NA,NA
NW,1982,7644277821.674263,2,124.62225652308675,1.1530061960220337,5.5
NW,1983,500529437385.3301,47,3653.538267510644,1.448259323835373,8.250541125541126
NW,1984,61028676877.520676,8,535.4441743714915,1.6088106632232666,7.75
NW,1985,64118711609.39675,12,979.3536414118876,1.6756300926208496,5.333333333333333
NW,1986,163644513916.38272,18,1329.789154564878,1.6902193427085876,7.555555555555555
NW,1987,65942524856.4923,13,957.7621965103538,1.5679194927215576,5.6
NW,1988,161601549377.84457,21,1603.8227652777477,1.5338820219039917,6.267857142857142
NW,1989,1173473548795.0188,77,6039.642242198749,1.4433267772197724,11.425128477760056
NW,1990,1371909895444.446,134,10380.391952255548,1.4554391418184551,11.130699212236214
NW,1991,907181750393.565,32,2463.868981881279,1.8807650208473206,20.982142857142858
NW,1992,0,0,0,NA,NA
NW,1993,70705319697.97147,14,1067.0855577103368,1.4598928689956665,5.714285714285714
NW,1994,135455143517.06802,25,1947.1133104277772,1.2811635931332905,7.216666666666667
NW,1995,665168790360.8748,77,5919.001014190444,1.4003124577658517,10.305779569892474
NW,1996,445562399087.27,15,1280.2968699014784,1.36441179116567,6.461538461538462
NW,1997,2723181098248.392,99,7974.273382237546,1.522567081451416,18.88752489177489
NW,1998,1141035982520.2683,97,7487.4911815398955,1.1771125495433807,14.605913978494623
NW,1999,713168102466.096,47,3740.830182786168,1.8504332701365154,8.73611111111111
NW,2000,167864772398.6741,25,1853.180929465911,1.5129316250483196,6.233333333333333
NW,2001,13707552697.671024,3,257.41145418166377,1.5211342970530193,5.5
NW,2002,481206581087.7334,65,4812.272673307434,1.3369850993156431,9.745
NW,2003,493757528033.60754,55,4316.436902502388,1.5365039706230164,7.464703132304815
NW,2004,1513674460681.2065,67,5198.510851486111,1.7913954257965088,21.3
NW,2005,220226441697.94424,40,2992.635848613516,1.5849114656448364,5.742063492063492
NW,2006,4068469884462.0044,128,9741.418763811242,1.7696656584739685,24.19541292041292
NW,2007,364215600272.8069,47,3874.928861181726,1.2752541899681091,8.23452012383901
NW,2008,434982799948.28766,70,5472.721714669157,1.351937048137188,6.680454545454546
NW,2009,1207165049147.3203,84,6469.232169674658,1.591017746925354,8.823198352779684
NW,2010,706899956507.0765,58,4567.2795543747325,1.7372884154319763,7.7
NW,2011,1848954835804.6802,90,6665.44371130799,1.4908010619027274,10.270020510586548
NW,2012,917641339445.2119,76,5823.121077379768,1.5793455640474956,9.162767340186695
NW,2013,692276209235.832,51,4037.1083394114435,1.7218198776245117,10.10897435897436
NW,2014,3220712322193.0576,103,8012.302080222897,1.7944473028182983,16.464965986394557
NW,2015,1078981026539.7739,83,6309.714767247991,1.5163322857448034,12.032059897987317
NW,2016,1014980459097.7487,81,6265.571054729367,1.3842446208000183,8.659658539216744
NW,2017,297216680388.9327,40,3072.9509582586143,1.4565420895814896,6.742647058823529
NW,2018,211294232416.24008,15,1273.6033908879165,1.836227297782898,13
NW,2019,43758471925.275314,8,713.2159475663104,1.4557414054870603,6.125
NW,2020,1230700269178.9658,80,6236.721564746886,1.4689677272524153,8.916142270861833
NW,2021,1110002263236.0884,81,6245.503520693141,1.6220217645168304,12.90036231884058
NW,2022,2260442346782.173,149,11513.107770491335,1.5513210807527815,30.01621239670775
NW,2023,6193661133932.422,163,12435.899209847103,1.598575461994518,22.27076951951952
NW,2024,2251437772219.8833,122,9293.740016585592,1.3347720078059606,18.085104875283445
NW,2025,869052619319.2249,119,9214.023718267177,1.1765336617827415,7.6416876750700276
SW,1981,57840125572.25342,10,424.6246864998801,1.6833104491233826,5.3
SW,1982,0,0,0,NA,NA
SW,1983,527697113305.256,33,1494.4838326842637,1.3739283978939056,12.1
SW,1984,0,0,0,NA,NA
SW,1985,12947635900.65565,3,146.56610666763936,1.4629530906677246,5
SW,1986,14790506568.896118,3,160.03419294256136,1.41968834400177,5.75
SW,1987,252768574944.07742,23,992.4453550275991,1.5148334741592406,7.100961538461538
SW,1988,172862766151.40958,15,766.5098761984109,1.4449252486228943,12.066666666666666
SW,1989,848828997055.0587,45,2080.7574661107938,1.4436755701899529,12.397619047619049
SW,1990,534383769468.021,73,3479.064316141319,1.3406339958310127,9.44023199023199
SW,1991,579636259699.4519,17,807.0059968173924,1.956287682056427,22.21875
SW,1992,0,0,0,NA,NA
SW,1993,0,0,0,NA,NA
SW,1994,133857603183.60269,21,948.5836964601656,1.3024603724479675,8.083333333333332
SW,1995,677686674530.0153,66,3126.9361864759453,1.3821157217025757,13.192717086834735
SW,1996,239344867124.87802,17,719.5018466739232,1.3338874578475952,9.13888888888889
SW,1997,1369063007758.9329,68,3113.6039690004095,1.4977366791831122,17.88896761133603
SW,1998,381868530997.0763,43,2073.9221468743767,1.1464004119237263,10.291666666666666
SW,1999,61642597876.57559,9,453.17609466427507,1.4395098686218262,7.888888888888889
SW,2000,144664811508.53427,25,1160.81456934052,1.443679928779602,6.7
SW,2001,6723570543.247814,2,104.44705293567496,1.1098239421844482,5
SW,2002,350327852668.50287,51,2481.6142264070572,1.268026283809117,9.076785714285714
SW,2003,223450017986.38086,26,1253.4296527939166,1.3638175576925278,7.076719576719577
SW,2004,253777882543.37363,20,977.1303256336693,1.518791397412618,8.355555555555556
SW,2005,317303868806.6698,43,2006.5937765979156,1.4701865712801614,7.02051948051948
SW,2006,2174991031064.7502,70,3244.951494930607,1.583595371246338,18.760269360269362
SW,2007,129739550735.35321,22,973.8693182237223,1.4124216834704082,7.583333333333333
SW,2008,419329517712.3533,38,1748.8578794397472,1.0930326581001282,12.073732718894009
