season,Year,NW,SW,S
JJA,2014,113340544112.93839,2199479185.1666155,0
JJA,2015,32274094629.053474,27636367355.214924,63675941669.653
JJA,2016,108136921667.57571,81945976485.42494,104863200453.30287
JJA,2017,17577352054.021904,55415334907.80822,92379557925.77423
JJA,2018,70431410805.41336,1670938084.565712,0
JJA,2019,14586157308.425106,0,0
JJA,2020,129743093629.05508,71294593307.5306,76464799679.20184
JJA,2021,573854495.5974572,0,0
JJA,2022,187537917565.97525,30602960848.34642,25030086075.39251
JJA,2023,202329411718.0578,93290393061.76389,53302903145.665405
JJA,2024,0,1318555769.9552264,0
JJA,2025,4271942611.7989,40455745834.8621,104776499675.27095
SON,1981,0,5171220091.253387,332846750.9602504
SON,1982,0,0,21279656413.989174
SON,1983,58710399521.12555,106081431405.48752,14029080596.963375
SON,1984,0,0,0
SON,1985,0,1638305720.2539926,4983966890.385377
SON,1986,54548171305.46091,4930168856.298706,0
SON,1987,9031594543.093473,66868272515.58176,47776136390.16299
SON,1988,41806408789.83174,54392757576.59128,0
SON,1989,4013129230.3143973,43293812397.19511,26585203010.05112
SON,1990,0,28686850050.322685,0
SON,1991,290539419907.7018,134434931735.3732,27204189089.789093
SON,1992,0,0,0
SON,1993,0,0,0
SON,1994,0,0,0
SON,1995,25326868705.275696,149667308946.7422,54818228783.23197
SON,1996,0,0,0
SON,1997,68120344932.16229,15530035435.005507,55050417436.52682
SON,1998,0,0,0
SON,1999,125906048752.32294,12843732597.605534,0
SON,2000,0,0,0
SON,2001,0,2241190181.0826044,0
SON,2002,52667529148.15907,28417417764.76623,0
SON,2003,111720957118.17572,20821586687.965088,639476818.0660021
SON,2004,0,1448208869.5888362,0
SON,2005,0,6371123099.717659,0
SON,2006,643532136882.5145,276718898094.56976,98685947199.62398
SON,2007,0,15384464727.185158,33333889579.06495
SON,2008,4612418113.450012,0,1516363875.981339
SON,2009,162355231960.73483,76372957491.07823,5990488875.810039
SON,2010,26907226458.869987,3064079621.3328495,14620621660.895657
SON,2011,28573692053.740215,65971132949.52406,71397478365.11658
SON,2012,58029930294.21053,91817833907.87181,0
SON,2013,84087986364.5137,80334333849.51343,111502117936.80275
SON,2014,926318699567.0555,400429670148.7463,46860157451.77767
SON,2015,190172128339.38666,91731183849.72646,24451960401.19317
SON,2016,0,20470125125.753433,36007746884.4891
SON,2017,0,8521366226.18156,96390494816.08954
SON,2018,0,35726651640.51204,101312709334.68651
SON,2019,0,0,12619516061.97784
SON,2020,1751635350.459076,888228060.6592228,13901935347.401653
SON,2021,192610334555.88654,52694498209.80376,7406865019.646659
SON,2022,341946087117.9214,44298469184.38003,12412851511.537743
SON,2023,948726914962.3425,179097288443.8272,79916180691.43195
SON,2024,93270034781.29361,58382433048.53482,23800025360.2082
SON,2025,3974362435.608865,1709498303.3424964,37350534715.37596
