"m","R_structure","AICc","logLik","converged","degenerate","min_R_variance","min_Q_variance","degenerate_R_series","degenerate_Q_trend","delta_AICc","AICc_support"
3,"diagonal and unequal",-178.955557047611,-228.92290760144,FALSE,TRUE,-4.07983089359614e-09,1,"Zone_S_Bath_200; Zone_S_Bath_400",NA,0,"Strong support"
2,"diagonal and unequal",730.611753830534,-317.892083811819,FALSE,TRUE,2.32149590300002e-05,1,"Zone_SW_Bath_600",NA,909.567310878146,"No support"
3,"equalvarcov",762.223046845988,-333.697730319546,TRUE,FALSE,0.384557109260773,1,NA,NA,941.178603893599,"No support"
2,"equalvarcov",950.861190312644,-442.757745240639,TRUE,FALSE,0.523490109838155,1,NA,NA,1129.81674736026,"No support"
3,"diagonal and equal",967.653280929053,-437.570186075542,TRUE,FALSE,0.096903582581848,1,NA,NA,1146.60883797666,"No support"
1,"diagonal and unequal",1227.63338294521,-582.251034906948,TRUE,FALSE,0.001609065938119,1,NA,NA,1406.58893999282,"No support"
2,"diagonal and equal",1311.82530302799,-624.346994948339,TRUE,FALSE,0.238869120135684,1,NA,NA,1490.7808600756,"No support"
1,"equalvarcov",1334.87591203165,-649.93383739968,TRUE,FALSE,0.578529704125925,1,NA,NA,1513.83146907926,"No support"
1,"diagonal and equal",1577.37031465676,-772.237788907329,TRUE,FALSE,0.549320781191258,1,NA,NA,1756.32587170437,"No support"
