"","X1","X2","X3"
"Zone_NW_Bath_1000",0.845292348650757,0,0
"Zone_NW_Bath_200",0.783806269269401,0.14279593354284,0
"Zone_NW_Bath_400",0.811826083145149,0.0914088455950675,0.0265167383017783
"Zone_NW_Bath_600",0.820343409771096,0.066478998176549,0.0253598405893695
"Zone_NW_Bath_800",0.834146572352683,0.0373837286803017,-0.00200526157168621
"Zone_SW_Bath_1000",-0.762362956925911,0.666878861177924,-0.288343994752639
"Zone_SW_Bath_200",-0.76784467450349,0.763902556566765,-0.307186571159977
"Zone_SW_Bath_400",-0.763776752827159,0.753402026345858,-0.34040964329723
"Zone_SW_Bath_600",-0.78645037061378,0.723682090317469,-0.308898052562493
"Zone_SW_Bath_800",-0.806142508044569,0.718074993112902,-0.258410204049453
"Zone_S_Bath_1000",0.207666996483724,-0.971547170577555,0.226498740128542
"Zone_S_Bath_200",0.121793180798274,-0.217462313606003,1.18179463047214
"Zone_S_Bath_400",0.121793180798271,-0.217462313606003,1.18179463047214
"Zone_S_Bath_600",0.194990863762645,-0.335955118989619,1.12466431921575
"Zone_S_Bath_800",0.158814512684954,-0.655389782774343,0.565578630479047
